chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,accession,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,isMoA,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget,proteinClass,isActive
CHEMBL4594441,2464872,CHEMBL5120640,1,LITERATURE,ACS Med Chem Lett,3.6385926E7,10.1021/acsmedchemlett.2c00411,12694,P29597,Tyrosine-protein kinase TYK2,CHEMBL3553,Homo sapiens,12.0,nM,=,7.92,false,CHEMBL4594441,P29597,"[impc, chembl]",false,true,Kinase,true
CHEMBL4594441,2464872,CHEMBL5120644,1,LITERATURE,ACS Med Chem Lett,3.6385926E7,10.1021/acsmedchemlett.2c00411,108406,P29597,JAK2/TYK2,CHEMBL3301392,Homo sapiens,1189.0,nM,=,5.92,false,CHEMBL4594441,P29597,"[impc, chembl]",false,true,Kinase,false
CHEMBL19224,21716,CHEMBL4028924,1,LITERATURE,Toxicol Sci,2.3956101E7,10.1093/toxsci/kft176,104069,O15439,Multidrug resistance-associated protein 4,CHEMBL1743128,Homo sapiens,23130.0,nM,=,4.64,false,CHEMBL19224,O15439,[impc],false,false,Transporter,false
CHEMBL2103863,1376133,CHEMBL3598915,1,LITERATURE,Bioorg Med Chem,2.563712E7,10.1016/j.bmc.2014.12.066,10869,Q9BY41,Histone deacetylase 8,CHEMBL3192,Homo sapiens,280.0,nM,=,6.55,false,CHEMBL2103863,Q9BY41,"[impc, chembl]",false,true,Epigenetic,true
CHEMBL1171837,649637,CHEMBL4276197,1,LITERATURE,Bioorg Med Chem,3.0293796E7,10.1016/j.bmc.2018.09.027,10266,P11362,Fibroblast growth factor receptor 1,CHEMBL3650,Homo sapiens,0.7,nM,=,9.15,false,CHEMBL1171837,P11362,"[impc, eva, intogen, gene2phenotype, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,true
CHEMBL1336,276734,CHEMBL1176707,1,LITERATURE,Bioorg Med Chem,2.0570526E7,10.1016/j.bmc.2010.05.021,11752,P35916,Vascular endothelial growth factor receptor 3,CHEMBL1955,Homo sapiens,3.0,nM,=,8.52,false,CHEMBL1336,P35916,"[impc, intogen, ot_genetics_portal, chembl, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
CHEMBL3187365,1676656,CHEMBL3371192,1,LITERATURE,J Med Chem,2.4850589E7,10.1021/jm5003952,10627,P50406,Serotonin 6 (5-HT6) receptor,CHEMBL3371,Homo sapiens,0.25,nM,=,9.6,false,CHEMBL3187365,P50406,"[ot_genetics_portal, chembl]",false,true,GPCR,true
CHEMBL134,27609,CHEMBL645108,1,LITERATURE,Bioorg Med Chem Lett,,10.1016/0960-894X(94)85032-1,216,P18089,Alpha-2b adrenergic receptor,CHEMBL1942,Homo sapiens,6.166,nM,=,8.21,false,CHEMBL134,P18089,"[impc, chembl]",false,true,GPCR,true
CHEMBL556,15938,CHEMBL2156220,1,LITERATURE,Bioorg Med Chem Lett,2.2172704E7,10.1016/j.bmcl.2011.11.077,100325,Q16665,Hypoxia-inducible factor 1 alpha,CHEMBL4261,Homo sapiens,17800.0,nM,=,4.75,false,CHEMBL556,Q16665,[cancer_gene_census],false,false,TF,false
CHEMBL1879463,1220034,CHEMBL4235175,1,LITERATURE,Bioorg Med Chem,3.0077608E7,10.1016/j.bmc.2018.07.047,12576,P42338,PI3-kinase p110-beta subunit,CHEMBL3145,Homo sapiens,6.0,nM,=,8.22,false,CHEMBL1879463,P42338,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,true
CHEMBL1879463,1220034,CHEMBL3993900,1,LITERATURE,Eur J Med Chem,2.8109945E7,10.1016/j.ejmech.2017.01.016,107936,P42338,PI3K p110 beta/p85 alpha,CHEMBL3038510,Homo sapiens,16.23,nM,=,7.79,false,CHEMBL1879463,P42338,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,true
CHEMBL431701,47766,CHEMBL3872956,1,LITERATURE,Eur J Med Chem,2.7517806E7,10.1016/j.ejmech.2016.07.070,12911,P11712,Cytochrome P450 2C9,CHEMBL3397,Homo sapiens,18000.0,nM,=,4.75,false,CHEMBL431701,P11712,[ot_genetics_portal],false,false,None,false
CHEMBL603469,597145,CHEMBL1908441,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12214,P43403,Tyrosine-protein kinase ZAP-70,CHEMBL2803,Homo sapiens,16.0,nM,=,7.8,false,CHEMBL603469,P43403,[impc],false,false,Kinase,true
CHEMBL3301622,1763584,CHEMBL4815229,1,LITERATURE,Eur J Med Chem,3.3516985E7,10.1016/j.ejmech.2021.113215,104299,P24864,Cyclin-dependent kinase 2/cyclin E1,CHEMBL1907605,Homo sapiens,1485.0,nM,=,5.83,false,CHEMBL3301622,P24864,"[impc, intogen, ot_genetics_portal, cancer_gene_census]",false,false,None,true
CHEMBL1721885,1102616,CHEMBL1908476,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100097,Q06187,Tyrosine-protein kinase BTK,CHEMBL5251,Homo sapiens,4000.0,nM,=,5.4,false,CHEMBL1721885,Q06187,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL360328,301194,CHEMBL4372844,1,LITERATURE,Bioorg Med Chem Lett,3.0545651E7,10.1016/j.bmcl.2018.11.050,104817,P28335,Serotonin 2 receptors; 5-HT2a & 5-HT2c,CHEMBL2096662,Homo sapiens,7.5,nM,=,8.12,false,CHEMBL360328,P28335,"[impc, chembl]",false,true,GPCR,true
CHEMBL360328,301194,CHEMBL3773628,1,LITERATURE,J Med Chem,2.6704965E7,10.1021/acs.jmedchem.5b01153,108,P28335,Serotonin 2c (5-HT2c) receptor,CHEMBL225,Homo sapiens,1.82,nM,=,8.74,true,CHEMBL360328,P28335,"[impc, chembl]",false,true,GPCR,true
CHEMBL44,2658,CHEMBL3382431,1,LITERATURE,Bioorg Med Chem Lett,2.520519E7,10.1016/j.bmcl.2014.08.036,11755,P06241,Tyrosine-protein kinase FYN,CHEMBL1841,Homo sapiens,58180.0,nM,=,4.24,false,CHEMBL44,P06241,"[impc, chembl]",false,true,Kinase,false
CHEMBL592054,598833,CHEMBL1074806,1,LITERATURE,Bioorg Med Chem Lett,2.0022492E7,10.1016/j.bmcl.2009.12.022,163,Q07869,Peroxisome proliferator-activated receptor alpha,CHEMBL239,Homo sapiens,5.0,nM,=,8.3,true,CHEMBL592054,Q07869,"[impc, chembl]",false,true,NR,true
CHEMBL135,27626,CHEMBL4700550,1,LITERATURE,Eur J Med Chem,3.0743095E7,10.1016/j.ejmech.2019.01.045,102780,P37840,Alpha-synuclein,CHEMBL6152,Homo sapiens,60000.0,nM,=,4.22,false,CHEMBL135,P37840,"[impc, ot_genetics_portal]",false,false,None,false
CHEMBL960,93895,CHEMBL1909143,15,DRUGMATRIX,,,,155,Q01959,Dopamine transporter,CHEMBL238,Homo sapiens,2291.0,nM,=,5.64,false,CHEMBL960,Q01959,"[impc, ot_genetics_portal, chembl]",false,true,Transporter,false
CHEMBL91829,144959,CHEMBL1908579,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10207,P22694,cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL2918,Homo sapiens,3200.0,nM,=,5.5,false,CHEMBL91829,P22694,[ot_genetics_portal],false,false,Kinase,false
CHEMBL1230609,692959,CHEMBL1908608,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100424,P42681,Tyrosine-protein kinase TXK,CHEMBL4367,Homo sapiens,530.0,nM,=,6.28,false,CHEMBL1230609,P42681,"[ot_genetics_portal, chembl]",false,true,Kinase,false
CHEMBL415,996,CHEMBL1909170,15,DRUGMATRIX,,,,61,P11229,Muscarinic acetylcholine receptor M1,CHEMBL216,Homo sapiens,22.0,nM,=,7.66,false,CHEMBL415,P11229,"[impc, chembl]",false,true,GPCR,true
CHEMBL288441,62111,CHEMBL1244590,1,LITERATURE,Leukemia,1.9039322E7,10.1038/leu.2008.334,12913,Q02763,Tyrosine-protein kinase TIE-2,CHEMBL4128,Homo sapiens,1191.0,nM,=,5.92,false,CHEMBL288441,Q02763,"[impc, chembl, eva_somatic]",false,true,Kinase,false
CHEMBL116438,190171,CHEMBL3391512,1,LITERATURE,Medchemcomm,,10.1039/C1MD00199J,117013,Q09472,CREB-binding protein/Histone acetyltransferase p300,CHEMBL3883300,Homo sapiens,25000.0,nM,=,4.6,false,CHEMBL116438,Q09472,"[impc, eva, intogen, ot_genetics_portal, eva_somatic, cancer_gene_census]",false,false,Epigenetic,false
CHEMBL116438,190171,CHEMBL3424792,1,LITERATURE,J Med Chem,2.573013E7,10.1021/jm5019687,100874,Q09472,Histone acetyltransferase p300,CHEMBL3784,Homo sapiens,6500.0,nM,=,5.19,false,CHEMBL116438,Q09472,"[impc, eva, intogen, ot_genetics_portal, eva_somatic, cancer_gene_census]",false,false,Epigenetic,true
CHEMBL820,56644,CHEMBL1909197,15,DRUGMATRIX,,,,12592,P14780,Matrix metalloproteinase 9,CHEMBL321,Homo sapiens,5215.0,nM,=,5.28,false,CHEMBL820,P14780,"[uniprot_literature, impc, eva, orphanet, ot_genetics_portal, chembl]",false,true,Enzyme,true
CHEMBL1422,363589,CHEMBL4021433,1,LITERATURE,Bioorg Med Chem Lett,2.8442252E7,10.1016/j.bmcl.2017.04.036,69,P12821,Angiotensin-converting enzyme,CHEMBL1808,Homo sapiens,11000.0,nM,=,4.96,false,CHEMBL1422,P12821,"[uniprot_literature, impc, eva, ot_genetics_portal, chembl]",false,true,Enzyme,false
CHEMBL1421,361469,CHEMBL1060191,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,30020,P54762,Ephrin type-B receptor 1,CHEMBL5072,Homo sapiens,0.45,nM,=,9.35,false,CHEMBL1421,P54762,"[ot_genetics_portal, chembl]",false,true,Kinase,true
CHEMBL3408947,1835710,CHEMBL3411672,1,LITERATURE,J Med Chem,2.5723005E7,10.1021/jm5005336,20014,O14965,Serine/threonine-protein kinase Aurora-A,CHEMBL4722,Homo sapiens,140.0,nM,=,6.85,false,CHEMBL3408947,O14965,"[impc, chembl, eva_somatic]",false,true,Kinase,false
CHEMBL2179529,1440335,CHEMBL2185122,1,LITERATURE,J Med Chem,2.2793665E7,10.1021/jm3006542,104283,P17787,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,Homo sapiens,30.0,nM,=,7.52,true,CHEMBL2179529,P17787,"[impc, chembl]",false,true,IC,true
CHEMBL223360,371147,CHEMBL1051309,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,11969,P17612,cAMP-dependent protein kinase alpha-catalytic subunit,CHEMBL4101,Homo sapiens,6900.0,nM,=,5.16,false,CHEMBL223360,P17612,"[chembl, cancer_gene_census]",false,true,Kinase,false
CHEMBL2178570,1439366,CHEMBL2184883,1,LITERATURE,J Med Chem,2.2931505E7,10.1021/jm300682j,10547,P32246,C-C chemokine receptor type 1,CHEMBL2413,Homo sapiens,5.0,nM,=,8.3,true,CHEMBL2178570,P32246,"[impc, chembl]",false,true,GPCR,true
CHEMBL601719,602271,CHEMBL1908806,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30042,Q9NSY1,BMP-2-inducible protein kinase,CHEMBL4522,Homo sapiens,740.0,nM,=,6.13,false,CHEMBL601719,Q9NSY1,"[impc, ot_genetics_portal]",false,false,Kinase,false
CHEMBL553,14785,CHEMBL1051336,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,238,P10721,Stem cell growth factor receptor,CHEMBL1936,Homo sapiens,1300.0,nM,=,5.89,false,CHEMBL553,P10721,"[uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
CHEMBL34259,49931,CHEMBL4132839,1,LITERATURE,Eur J Med Chem,2.8830032E7,10.1016/j.ejmech.2017.08.032,117072,P31939,Thymidylate synthase/GAR transformylase/AICAR transformylase,CHEMBL3885528,Homo sapiens,10.0,nM,=,8.0,false,CHEMBL34259,P31939,"[ot_genetics_portal, cancer_gene_census]",false,false,None,true
CHEMBL34259,49931,CHEMBL4714608,1,LITERATURE,Bioorg Med Chem,3.3773393E7,10.1016/j.bmc.2021.116093,10732,P31939,AICAR transformylase,CHEMBL2518,Homo sapiens,880.0,nM,=,6.06,false,CHEMBL34259,P31939,"[ot_genetics_portal, cancer_gene_census]",false,false,None,true
CHEMBL607707,604615,CHEMBL860666,1,LITERATURE,Nat Biotechnol,1.5711537E7,10.1038/nbt1068,30019,P54756,Ephrin type-A receptor 5,CHEMBL3987,Homo sapiens,710.0,nM,=,6.15,false,CHEMBL607707,P54756,"[chembl, eva_somatic]",false,true,Kinase,false
CHEMBL1404,341382,CHEMBL3883129,38,PATENT,,,,11480,Q14524,Sodium channel protein type V alpha subunit,CHEMBL1980,Homo sapiens,6700.0,nM,=,5.17,true,CHEMBL1404,Q14524,"[uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, gene_burden, clingen, chembl, uniprot_variants]",false,true,IC,true
CHEMBL553,14785,CHEMBL1908610,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12694,P29597,Tyrosine-protein kinase TYK2,CHEMBL3553,Homo sapiens,2400.0,nM,=,5.62,false,CHEMBL553,P29597,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
CHEMBL114,17169,CHEMBL4028924,1,LITERATURE,Toxicol Sci,2.3956101E7,10.1093/toxsci/kft176,104069,O15439,Multidrug resistance-associated protein 4,CHEMBL1743128,Homo sapiens,59000.0,nM,=,4.23,false,CHEMBL114,O15439,"[impc, intogen]",false,false,Transporter,false
CHEMBL572878,436277,CHEMBL1063800,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,11925,P22455,Fibroblast growth factor receptor 4,CHEMBL3973,Homo sapiens,7200.0,nM,=,5.14,false,CHEMBL572878,P22455,"[intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL58,4504,CHEMBL4138765,1,LITERATURE,Medchemcomm,3.0108778E7,10.1039/C6MD00643D,101019,P08922,Proto-oncogene tyrosine-protein kinase ROS,CHEMBL5568,Homo sapiens,2998.7,nM,=,5.52,false,CHEMBL58,P08922,"[intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL939,88232,CHEMBL1908624,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10782,O75676,Ribosomal protein S6 kinase alpha 4,CHEMBL3125,Homo sapiens,1200.0,nM,=,5.92,false,CHEMBL939,O75676,[ot_genetics_portal],false,false,Kinase,false
CHEMBL165,103658,CHEMBL1941245,1,LITERATURE,Bioorg Med Chem,2.2115839E7,10.1016/j.bmc.2011.09.031,65,P11511,Cytochrome P450 19A1,CHEMBL1978,Homo sapiens,25000.0,nM,=,4.6,false,CHEMBL165,P11511,"[uniprot_literature, impc, eva, orphanet, ot_genetics_portal, chembl, uniprot_variants]",false,true,Enzyme,false
CHEMBL235191,399340,CHEMBL4711177,1,LITERATURE,Eur J Med Chem,3.2971411E7,10.1016/j.ejmech.2020.112800,105117,Q9Y618,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),CHEMBL2111363,Homo sapiens,190.0,nM,=,6.72,false,CHEMBL235191,Q9Y618,"[eva_somatic, cancer_gene_census]",false,false,TF,true
CHEMBL1908397,1248758,CHEMBL1908551,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11752,P35916,Vascular endothelial growth factor receptor 3,CHEMBL1955,Homo sapiens,1300.0,nM,=,5.89,false,CHEMBL1908397,P35916,"[chembl, cancer_gene_census]",false,true,Kinase,false
CHEMBL559,15990,CHEMBL900187,1,LITERATURE,J Med Chem,1.7948976E7,10.1021/jm0700159,12704,P02766,Transthyretin,CHEMBL3194,Homo sapiens,7170.0,nM,=,5.14,false,CHEMBL559,P02766,"[eva, orphanet, chembl, eva_somatic]",false,true,None,true
CHEMBL571546,579824,CHEMBL4371243,1,LITERATURE,J Med Chem,2.9617135E7,10.1021/acs.jmedchem.8b00164,11842,P07948,Tyrosine-protein kinase Lyn,CHEMBL3905,Homo sapiens,100.0,nM,=,7.0,false,CHEMBL571546,P07948,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
CHEMBL480,5975,CHEMBL3530852,1,LITERATURE,Drug Metab Dispos,2.2328583E7,10.1124/dmd.111.043505,12594,P05177,Cytochrome P450 1A2,CHEMBL3356,Homo sapiens,6460.0,nM,=,5.19,false,CHEMBL480,P05177,"[impc, ot_genetics_portal]",false,false,None,true
CHEMBL1236962,699312,CHEMBL3223616,1,LITERATURE,Medchemcomm,,10.1039/C2MD20044A,118692,Q8N122,mTORC1,CHEMBL4296661,Homo sapiens,0.18,nM,=,9.74,false,CHEMBL1236962,Q8N122,"[ot_genetics_portal, chembl]",false,true,None,true
CHEMBL31965,41764,CHEMBL860805,1,LITERATURE,Nat Biotechnol,1.5711537E7,10.1038/nbt1068,11842,P07948,Tyrosine-protein kinase Lyn,CHEMBL3905,Homo sapiens,780.0,nM,=,6.11,false,CHEMBL31965,P07948,"[chembl, cancer_gene_census]",false,true,Kinase,false
CHEMBL576982,573133,CHEMBL1274457,1,LITERATURE,J Med Chem,2.0925433E7,10.1021/jm100189a,238,P10721,Stem cell growth factor receptor,CHEMBL1936,Homo sapiens,1.6,nM,=,8.8,true,CHEMBL576982,P10721,"[uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, clingen, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,true
CHEMBL1721885,1102616,CHEMBL1908515,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101048,Q6PHR2,Serine/threonine-protein kinase ULK3,CHEMBL5047,Homo sapiens,42.0,nM,=,7.38,false,CHEMBL1721885,Q6PHR2,"[impc, ot_genetics_portal]",false,false,Kinase,false
CHEMBL477772,489525,CHEMBL1061899,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,11755,P06241,Tyrosine-protein kinase FYN,CHEMBL1841,Homo sapiens,2700.0,nM,=,5.57,false,CHEMBL477772,P06241,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
CHEMBL1951914,1280906,CHEMBL1954527,1,LITERATURE,Bioorg Med Chem Lett,2.2266038E7,10.1016/j.bmcl.2011.12.117,10580,P51681,C-C chemokine receptor type 5,CHEMBL274,Homo sapiens,0.26,nM,=,9.59,true,CHEMBL1951914,P51681,"[ot_genetics_portal, chembl]",false,true,GPCR,true
CHEMBL494089,469313,CHEMBL1908442,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11637,Q16512,Protein kinase N1,CHEMBL3384,Homo sapiens,34.0,nM,=,7.47,false,CHEMBL494089,Q16512,[impc],false,false,Kinase,false
CHEMBL1651956,1064694,CHEMBL3389574,1,LITERATURE,J Med Chem,2.5310383E7,10.1021/jm500862r,101311,Q92887,Canalicular multispecific organic anion transporter 1,CHEMBL5748,Homo sapiens,18000.0,nM,=,4.75,false,CHEMBL1651956,Q92887,"[impc, ot_genetics_portal]",false,false,Transporter,false
CHEMBL288441,62111,CHEMBL1908712,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10811,Q13464,Rho-associated protein kinase 1,CHEMBL3231,Homo sapiens,870.0,nM,=,6.06,false,CHEMBL288441,Q13464,"[impc, chembl, eva_somatic]",false,true,Kinase,false
CHEMBL3545413,1927262,CHEMBL5108967,1,LITERATURE,Eur J Med Chem,3.5551036E7,10.1016/j.ejmech.2022.114442,197,P09619,Platelet-derived growth factor receptor beta,CHEMBL1913,Homo sapiens,307.6,nM,=,6.51,false,CHEMBL3545413,P09619,"[chembl, cancer_gene_census]",false,true,Kinase,false
CHEMBL428690,14366,CHEMBL860906,1,LITERATURE,Nat Biotechnol,1.5711537E7,10.1038/nbt1068,10850,O75582,Ribosomal protein S6 kinase alpha 5,CHEMBL4237,Homo sapiens,2000.0,nM,=,5.7,false,CHEMBL428690,O75582,[ot_genetics_portal],false,false,Kinase,false
CHEMBL1287853,714243,CHEMBL1908834,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11046,P36507,Dual specificity mitogen-activated protein kinase kinase 2,CHEMBL2964,Homo sapiens,3100.0,nM,=,5.51,false,CHEMBL1287853,P36507,"[chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL964,94571,CHEMBL1118238,1,LITERATURE,J Med Chem,2.0356305E7,10.1021/jm100062h,101412,O75762,Transient receptor potential cation channel subfamily A member 1,CHEMBL6007,Homo sapiens,3000.0,nM,=,5.52,false,CHEMBL964,O75762,"[ot_genetics_portal, chembl]",false,true,IC,true
CHEMBL1503,419601,CHEMBL770631,1,LITERATURE,J Med Chem,2842503.0,10.1021/jm00117a018,104758,P20648,Potassium-transporting ATPase,CHEMBL2095173,Homo sapiens,250.0,nM,=,6.6,true,CHEMBL1503,P20648,"[impc, chembl]",false,true,Transporter,true
CHEMBL603469,597145,CHEMBL1244943,1,LITERATURE,Blood,1.9654408E7,10.1182/blood-2009-05-222034,11019,Q13976,cGMP-dependent protein kinase 1 beta,CHEMBL4273,Homo sapiens,370.0,nM,=,6.43,false,CHEMBL603469,Q13976,[impc],false,false,Kinase,false
CHEMBL11,605,CHEMBL979827,1,LITERATURE,Antimicrob Agents Chemother,1.7846138E7,10.1128/aac.00669-07,155,Q01959,Dopamine transporter,CHEMBL238,Homo sapiens,25600.0,nM,=,4.59,false,CHEMBL11,Q01959,"[impc, chembl]",false,true,Transporter,false
CHEMBL55643,87251,CHEMBL3111090,1,LITERATURE,J Med Chem,2.4304219E7,10.1021/jm401497a,103516,O94759,Transient receptor potential cation channel subfamily M member 2,CHEMBL1250402,Homo sapiens,2600.0,nM,=,5.58,false,CHEMBL55643,O94759,[ot_genetics_portal],false,false,IC,true
CHEMBL1795071,1158402,CHEMBL2155760,1,LITERATURE,J Med Chem,2.2591402E7,10.1021/jm300438j,10849,P52333,Tyrosine-protein kinase JAK3,CHEMBL2148,Homo sapiens,810.0,nM,=,6.09,false,CHEMBL1795071,P52333,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL3707348,2039319,CHEMBL5133818,1,LITERATURE,Bioorg Med Chem Lett,3.5041943E7,10.1016/j.bmcl.2022.128549,100424,P42681,Tyrosine-protein kinase TXK,CHEMBL4367,Homo sapiens,24.0,nM,=,7.62,false,CHEMBL3707348,P42681,"[ot_genetics_portal, chembl]",false,true,Kinase,false
CHEMBL276711,12911,CHEMBL1071417,1,LITERATURE,Bioorg Med Chem,2.0117004E7,10.1016/j.bmc.2010.01.011,100079,P07949,Tyrosine-protein kinase receptor RET,CHEMBL2041,Homo sapiens,170.0,nM,=,6.77,false,CHEMBL276711,P07949,"[uniprot_literature, impc, eva, orphanet, intogen, gene2phenotype, clingen, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,false
CHEMBL1421,361469,CHEMBL1908487,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,238,P10721,Stem cell growth factor receptor,CHEMBL1936,Homo sapiens,0.57,nM,=,9.24,true,CHEMBL1421,P10721,"[uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
CHEMBL53463,78759,CHEMBL4672266,1,LITERATURE,Bioorg Med Chem,3.3065442E7,10.1016/j.bmc.2020.115674,12026,Q02880,DNA topoisomerase II beta,CHEMBL3396,Homo sapiens,727.0,nM,=,6.14,false,CHEMBL53463,Q02880,"[ot_genetics_portal, chembl]",false,true,Enzyme,true
CHEMBL53463,78759,CHEMBL4321145,1,LITERATURE,Bioorg Med Chem Lett,3.0846253E7,10.1016/j.bmcl.2019.02.026,104727,Q02880,DNA topoisomerase II,CHEMBL2094255,Homo sapiens,1200.0,nM,=,5.92,false,CHEMBL53463,Q02880,"[ot_genetics_portal, chembl]",false,true,Enzyme,true
CHEMBL317052,162546,CHEMBL1955226,1,LITERATURE,J Med Chem,2.2104008E7,10.1021/jm201461q,252,P29274,Adenosine A2a receptor,CHEMBL251,Homo sapiens,290.0,nM,=,6.54,true,CHEMBL317052,P29274,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,true
CHEMBL1171837,649637,CHEMBL4002766,1,LITERATURE,Eur J Med Chem,2.7750146E7,10.1016/j.ejmech.2016.10.003,10264,P21802,Fibroblast growth factor receptor 2,CHEMBL4142,Homo sapiens,1.3,nM,=,8.89,false,CHEMBL1171837,P21802,"[impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
CHEMBL1171837,649637,CHEMBL5151955,1,LITERATURE,J Med Chem,3.44023E7,10.1021/acs.jmedchem.0c02167,104793,P21802,Fibroblast growth factor receptor,CHEMBL2095217,Homo sapiens,2.2,nM,=,8.66,false,CHEMBL1171837,P21802,"[impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
CHEMBL1484,407549,CHEMBL5128700,1,LITERATURE,Eur J Med Chem,3.5483322E7,10.1016/j.ejmech.2022.114346,100974,Q9UNQ0,ATP-binding cassette sub-family G member 2,CHEMBL5393,Homo sapiens,4800.0,nM,=,5.32,false,CHEMBL1484,Q9UNQ0,[impc],false,false,Transporter,false
CHEMBL535,13048,CHEMBL1913941,1,LITERATURE,Eur J Med Chem,2.179496E7,10.1016/j.ejmech.2011.07.001,10140,P06239,Tyrosine-protein kinase LCK,CHEMBL258,Homo sapiens,8.9,nM,=,8.05,false,CHEMBL535,P06239,"[impc, chembl, cancer_gene_census]",false,true,Kinase,true
CHEMBL1201203,675154,CHEMBL1909143,15,DRUGMATRIX,,,,155,Q01959,Dopamine transporter,CHEMBL238,Homo sapiens,193.0,nM,=,6.71,false,CHEMBL1201203,Q01959,"[impc, chembl]",false,true,Transporter,true
CHEMBL452076,451341,CHEMBL3436058,1,LITERATURE,J Appl Toxicol,2.2761E7,10.1002/jat.2784,169,Q13936,Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL1940,Homo sapiens,5300.0,nM,=,5.28,false,CHEMBL452076,Q13936,"[uniprot_literature, impc, eva, orphanet, gene2phenotype, clingen, chembl]",false,true,IC,true
CHEMBL288441,62111,CHEMBL1908751,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10277,Q13188,Serine/threonine-protein kinase MST2,CHEMBL4708,Homo sapiens,370.0,nM,=,6.43,false,CHEMBL288441,Q13188,[impc],false,false,Kinase,false
CHEMBL104,13494,CHEMBL3436065,1,LITERATURE,J Appl Toxicol,2.2761E7,10.1002/jat.2784,169,Q13936,Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL1940,Homo sapiens,590.0,nM,=,6.23,false,CHEMBL104,Q13936,"[impc, chembl]",false,true,IC,true
CHEMBL723,36662,CHEMBL4009597,1,LITERATURE,J Med Chem,2.8230985E7,10.1021/acs.jmedchem.6b01317,101283,O15245,Solute carrier family 22 member 1,CHEMBL5685,Homo sapiens,3400.0,nM,=,5.47,false,CHEMBL723,O15245,"[impc, ot_genetics_portal]",false,false,Transporter,false
