chembl_id,molregno,tid,accession,pref_name,target_chembl_id,min_standard_value,standard_units,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL621,26401,218,P18825,Alpha-2c adrenergic receptor,CHEMBL1916,282.0,nM,CHEMBL621,P18825,chembl,false,true
CHEMBL631,27112,108,P28335,Serotonin 2c (5-HT2c) receptor,CHEMBL225,201.0,nM,CHEMBL631,P28335,chembl,false,true
CHEMBL651,27576,104801,Q13698,Voltage-gated L-type calcium channel,CHEMBL2095229,37400.0,nM,CHEMBL651,Q13698,chembl,false,true
CHEMBL9,246,104688,Q8N1C3,GABA-A receptor; anion channel,CHEMBL2093872,0.0,%,CHEMBL9,Q8N1C3,chembl,false,true
CHEMBL90,8910,11042,P35218,Carbonic anhydrase VA,CHEMBL4789,8.6,10^5/s,CHEMBL90,P35218,ot_genetics_portal,false,false
CHEMBL90,8910,11042,P35218,Carbonic anhydrase VA,CHEMBL4789,0.01,uM,CHEMBL90,P35218,ot_genetics_portal,false,false
CHEMBL900,77779,104706,Q12879,Glutamate [NMDA] receptor,CHEMBL2094124,6000.0,nM,CHEMBL900,Q12879,"impc,chembl",false,true
CHEMBL926,84505,121,P31645,Serotonin transporter,CHEMBL228,1006.0,nM,CHEMBL926,P31645,"impc,chembl",false,true
CHEMBL94657,152995,104766,Q3ZCM7,Tubulin,CHEMBL2095182,3.5,nM,CHEMBL94657,Q3ZCM7,chembl,false,true
CHEMBL970,95970,104688,Q16445,GABA-A receptor; anion channel,CHEMBL2093872,1.086425624E7,nM,CHEMBL970,Q16445,chembl,false,true
CHEMBL1089,148018,100643,P14902,"Indoleamine 2,3-dioxygenase",CHEMBL4685,14000.0,nM,CHEMBL1089,P14902,chembl,false,true
CHEMBL1089,148018,100643,P14902,"Indoleamine 2,3-dioxygenase",CHEMBL4685,100.0,%,CHEMBL1089,P14902,chembl,false,true
CHEMBL1096380,625898,104766,Q3ZCM7,Tubulin,CHEMBL2095182,1.22,/min,CHEMBL1096380,Q3ZCM7,chembl,false,true
CHEMBL1096380,625898,104766,Q3ZCM7,Tubulin,CHEMBL2095182,10.07,um/min,CHEMBL1096380,Q3ZCM7,chembl,false,true
CHEMBL1096380,625898,104766,Q3ZCM7,Tubulin,CHEMBL2095182,0.003333,hr,CHEMBL1096380,Q3ZCM7,chembl,false,true
CHEMBL1096380,625898,104766,Q3ZCM7,Tubulin,CHEMBL2095182,18.34,%,CHEMBL1096380,Q3ZCM7,chembl,false,true
CHEMBL11,605,108,P28335,Serotonin 2c (5-HT2c) receptor,CHEMBL225,160.0,nM,CHEMBL11,P28335,"impc,chembl",false,true
CHEMBL11,605,105639,Q9UQD0,Sodium channel alpha subunit,CHEMBL2331043,3600.0,nM,CHEMBL11,Q9UQD0,"impc,chembl",false,true
CHEMBL1101,151063,104837,Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,62.9,%,CHEMBL1101,Q9NY46,"ot_genetics_portal,chembl",false,true
CHEMBL1171837,649637,10844,P41240,Tyrosine-protein kinase CSK,CHEMBL2634,12.7,nM,CHEMBL1171837,P41240,ot_genetics_portal,false,false
CHEMBL1171837,649637,10844,P41240,Tyrosine-protein kinase CSK,CHEMBL2634,3.45,degrees C,CHEMBL1171837,P41240,ot_genetics_portal,false,false
CHEMBL117287,191172,144,P46098,Serotonin 3a (5-HT3a) receptor,CHEMBL1899,3981.07,nM,CHEMBL117287,P46098,chembl,false,true
CHEMBL1175,192908,11153,Q9UK17,Voltage-gated potassium channel subunit Kv4.3,CHEMBL1964,100000.0,nM,CHEMBL1175,Q9UK17,"impc,ot_genetics_portal,chembl",false,true
CHEMBL1201087,675038,227,P41595,Serotonin 2b (5-HT2b) receptor,CHEMBL1833,1.4,nM,CHEMBL1201087,P41595,chembl,false,true
CHEMBL1201087,675038,227,P41595,Serotonin 2b (5-HT2b) receptor,CHEMBL1833,103.0,%,CHEMBL1201087,P41595,chembl,false,true
CHEMBL1201203,675154,11272,Q99720,Sigma opioid receptor,CHEMBL287,59.0,nM,CHEMBL1201203,Q99720,"uniprot_literature,eva,orphanet,chembl,uniprot_variants",false,true
CHEMBL1230609,692959,30003,O00444,Serine/threonine-protein kinase PLK4,CHEMBL3788,3.5,nM,CHEMBL1230609,O00444,"impc,chembl",false,true
CHEMBL123189,197691,9,P00533,Epidermal growth factor receptor erbB1,CHEMBL203,8.0,nM,CHEMBL123189,P00533,chemicalProbes,false,false
CHEMBL1265,244450,270,P10826,Retinoic acid receptor beta,CHEMBL2008,2.0,nM,CHEMBL1265,P10826,"impc,chembl",false,true
CHEMBL1276127,712090,109746,Q9NYV4,Cyclin-dependent kinase,CHEMBL3559691,2200.0,nM,CHEMBL1276127,Q9NYV4,ot_genetics_portal,false,false
CHEMBL1287853,714243,100127,P09769,Tyrosine-protein kinase FGR,CHEMBL4454,82.0,nM,CHEMBL1287853,P09769,"impc,chembl",false,true
CHEMBL1287853,714243,11019,Q13976,cGMP-dependent protein kinase 1 beta,CHEMBL4273,3800.0,nM,CHEMBL1287853,Q13976,"impc,ot_genetics_portal",false,false
CHEMBL1289494,715901,100129,P54760,Ephrin type-B receptor 4,CHEMBL5147,-4.0,%,CHEMBL1289494,P54760,"impc,eva,chembl",false,true
CHEMBL131,27370,103947,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,2.3,%,CHEMBL131,Q9Y6L6,"impc,ot_genetics_portal",false,false
CHEMBL1336,276734,10216,Q05513,Protein kinase C zeta,CHEMBL3438,92.0,%,CHEMBL1336,Q05513,chembl,false,true
CHEMBL1421,361469,101464,O95819,Mitogen-activated protein kinase kinase kinase kinase 4,CHEMBL6166,3100.0,nM,CHEMBL1421,O95819,"eva,ot_genetics_portal",false,false
CHEMBL1557,444077,220,P21918,Dopamine D5 receptor,CHEMBL1850,1023.29,nM,CHEMBL1557,P21918,chembl,false,true
CHEMBL1566,448986,10977,P10253,Lysosomal alpha-glucosidase,CHEMBL2608,50.96,%,CHEMBL1566,P10253,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL1566,448986,10977,P10253,Lysosomal alpha-glucosidase,CHEMBL2608,1103.01,ug.mL-1,CHEMBL1566,P10253,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL1566,448986,10977,P10253,Lysosomal alpha-glucosidase,CHEMBL2608,5000.0,nM,CHEMBL1566,P10253,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL1573436,997320,11134,P18054,Arachidonate 12-lipoxygenase,CHEMBL3687,430.0,nM,CHEMBL1573436,P18054,chemicalProbes,false,false
CHEMBL1706,548594,104743,P18089,Adrenergic receptor alpha-2,CHEMBL2095158,0.0011,nM,CHEMBL1706,P18089,chembl,false,true
CHEMBL1767408,1142451,10012,Q15077,Pyrimidinergic receptor P2Y6,CHEMBL4714,2000.0,nM,CHEMBL1767408,Q15077,chembl,false,true
CHEMBL1770916,1143222,104717,Q92542,Gamma-secretase,CHEMBL2094135,1.2,nM,CHEMBL1770916,Q92542,chembl,false,true
CHEMBL180022,299120,9,P00533,Epidermal growth factor receptor erbB1,CHEMBL203,0.02,nM,CHEMBL180022,P00533,"uniprot_literature,impc,eva,intogen,ot_genetics_portal,clingen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1801250,1162323,104681,Q9UKV0,Histone deacetylase,CHEMBL2093865,4.8,nM,CHEMBL1801250,Q9UKV0,"ot_genetics_portal,chembl",false,true
CHEMBL1852688,1193367,100416,P54753,Ephrin type-B receptor 3,CHEMBL4901,0.53,C,CHEMBL1852688,P54753,chembl,false,true
CHEMBL1908373,1248744,56,P10275,Androgen Receptor,CHEMBL1871,269.0,nM,CHEMBL1908373,P10275,"impc,eva,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1908373,1248744,56,P10275,Androgen Receptor,CHEMBL1871,93.0,%,CHEMBL1908373,P10275,"impc,eva,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1908394,1248755,10885,O94806,Protein kinase C nu,CHEMBL2595,1900.0,nM,CHEMBL1908394,O94806,"ot_genetics_portal,chembl",false,true
CHEMBL1910856,1250454,214,P08173,Muscarinic acetylcholine receptor M4,CHEMBL1821,9.783,hr,CHEMBL1910856,P08173,chembl,false,true
CHEMBL1910856,1250454,214,P08173,Muscarinic acetylcholine receptor M4,CHEMBL1821,0.115,nM,CHEMBL1910856,P08173,chembl,false,true
CHEMBL193,419596,104691,P08172,Muscarinic acetylcholine receptor,CHEMBL2094109,1.4E-8,M,CHEMBL193,P08172,chembl,false,true
CHEMBL193240,321696,10697,P02768,Serum albumin,CHEMBL3253,97.0,%,CHEMBL193240,P02768,"impc,eva_somatic",false,false
CHEMBL1944698,1276066,104299,P24864,Cyclin-dependent kinase 2/cyclin E1,CHEMBL1907605,5.0,nM,CHEMBL1944698,P24864,cancer_gene_census,false,false
CHEMBL1944698,1276066,107897,P24864,CDK3/Cyclin E,CHEMBL3038471,3.0,nM,CHEMBL1944698,P24864,cancer_gene_census,false,false
CHEMBL2035187,1344709,17045,P08684,Cytochrome P450 3A4,CHEMBL340,20.0,%,CHEMBL2035187,P08684,chembl,false,true
CHEMBL2042829,1349264,100417,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,89.0,%,CHEMBL2042829,Q9UM73,chemicalProbes,false,false
CHEMBL2042829,1349264,100417,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,14.0,nM,CHEMBL2042829,Q9UM73,chemicalProbes,false,false
CHEMBL205596,343964,103947,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,41.6,%,CHEMBL205596,Q9Y6L6,impc,false,false
CHEMBL2063325,1356722,12670,P36888,Tyrosine-protein kinase receptor FLT3,CHEMBL1974,7.0,nM,CHEMBL2063325,P36888,chemicalProbes,false,false
CHEMBL2087461,1365124,11409,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,CHEMBL3587,0.6,nM,CHEMBL2087461,Q02750,chemicalProbes,false,false
CHEMBL2104993,1377263,144,P46098,Serotonin 3a (5-HT3a) receptor,CHEMBL1899,3.7,nM,CHEMBL2104993,P46098,chembl,false,true
CHEMBL223360,371147,30003,O00444,Serine/threonine-protein kinase PLK4,CHEMBL3788,2300.0,nM,CHEMBL223360,O00444,"impc,chembl",false,true
CHEMBL235668,399292,11723,P19971,Thymidine phosphorylase,CHEMBL3106,1.3,nM,CHEMBL235668,P19971,"ot_genetics_portal,chembl",false,true
CHEMBL250328,414279,100166,P52732,Kinesin-like protein 1,CHEMBL4581,1.6,nM,CHEMBL250328,P52732,chemicalProbes,false,false
CHEMBL25856,36595,88,P21728,Dopamine D1 receptor,CHEMBL2056,103.0,%,CHEMBL25856,P21728,chembl,false,true
CHEMBL25856,36595,88,P21728,Dopamine D1 receptor,CHEMBL2056,6.2,nM,CHEMBL25856,P21728,chembl,false,true
CHEMBL259084,428508,30007,P16591,Tyrosine-protein kinase FER,CHEMBL3982,57.0,%,CHEMBL259084,P16591,impc,false,false
CHEMBL259084,428508,30007,P16591,Tyrosine-protein kinase FER,CHEMBL3982,4400.0,nM,CHEMBL259084,P16591,impc,false,false
CHEMBL259084,428508,100416,P54753,Ephrin type-B receptor 3,CHEMBL4901,95.0,%,CHEMBL259084,P54753,chembl,false,true
CHEMBL259084,428508,100416,P54753,Ephrin type-B receptor 3,CHEMBL4901,3500.0,nM,CHEMBL259084,P54753,chembl,false,true
CHEMBL259450,428465,10498,P07711,Cathepsin L,CHEMBL3837,56.0,nM,CHEMBL259450,P07711,chemicalProbes,false,false
CHEMBL263881,601,51,P08908,Serotonin 1a (5-HT1a) receptor,CHEMBL214,1.1,nM,CHEMBL263881,P08908,"impc,chembl",false,true
CHEMBL271984,441171,10980,P35968,Vascular endothelial growth factor receptor 2,CHEMBL279,0.8913,nM,CHEMBL271984,P35968,chemicalProbes,false,false
CHEMBL272822,440976,10980,P35968,Vascular endothelial growth factor receptor 2,CHEMBL279,3.0,nM,CHEMBL272822,P35968,chemicalProbes,false,false
CHEMBL276711,12911,30008,P29317,Ephrin type-A receptor 2,CHEMBL2068,93.0,%,CHEMBL276711,P29317,"impc,intogen,chembl,eva_somatic",false,true
CHEMBL3116440,1619429,11451,P08581,Hepatocyte growth factor receptor,CHEMBL3717,1.15,nM,CHEMBL3116440,P08581,chemicalProbes,false,false
CHEMBL3128043,1624674,100080,O96013,Serine/threonine-protein kinase PAK 4,CHEMBL4482,1.3,nM,CHEMBL3128043,O96013,"chemicalProbes,chembl",false,true
CHEMBL3128043,1624674,100080,O96013,Serine/threonine-protein kinase PAK 4,CHEMBL4482,16.0,degrees C,CHEMBL3128043,O96013,"chemicalProbes,chembl",false,true
CHEMBL312862,138150,104766,Q13509,Tubulin,CHEMBL2095182,147.7,pmol,CHEMBL312862,Q13509,"ot_genetics_portal,chembl",false,true
CHEMBL312862,138150,104766,Q13509,Tubulin,CHEMBL2095182,32.82,%,CHEMBL312862,Q13509,"ot_genetics_portal,chembl",false,true
CHEMBL3137320,1626751,11663,P09874,Poly [ADP-ribose] polymerase-1,CHEMBL3105,1.0,hr,CHEMBL3137320,P09874,"ot_genetics_portal,chemicalProbes,chembl",true,true
CHEMBL3137320,1626751,11663,P09874,Poly [ADP-ribose] polymerase-1,CHEMBL3105,91.0,%,CHEMBL3137320,P09874,"ot_genetics_portal,chemicalProbes,chembl",true,true
CHEMBL3137320,1626751,109545,P09874,"PARP 1, 2 and 3",CHEMBL3390820,2.5,nM,CHEMBL3137320,P09874,"ot_genetics_portal,chemicalProbes,chembl",true,true
CHEMBL3137320,1626751,11663,P09874,Poly [ADP-ribose] polymerase-1,CHEMBL3105,0.57,nM,CHEMBL3137320,P09874,"ot_genetics_portal,chemicalProbes,chembl",true,true
CHEMBL3137336,1626767,10696,Q9Y243,Serine/threonine-protein kinase AKT3,CHEMBL4816,1.3,nM,CHEMBL3137336,Q9Y243,"eva,intogen,ot_genetics_portal,chembl,cancer_gene_census",false,true
CHEMBL325041,187372,10909,P17538,Beta-chymotrypsin,CHEMBL4796,320.0,nM,CHEMBL325041,P17538,"impc,ot_genetics_portal",false,false
CHEMBL325041,187372,116833,Q8TAA3,20S proteasome,CHEMBL3831201,6.91,nM,CHEMBL325041,Q8TAA3,"impc,ot_genetics_portal,chembl",false,true
CHEMBL325041,187372,106197,Q8TAA3,26S proteasome,CHEMBL2364701,2.56,nM,CHEMBL325041,Q8TAA3,"impc,ot_genetics_portal,chembl",false,true
CHEMBL325109,182814,11570,P17405,Sphingomyelin phosphodiesterase,CHEMBL2760,102.0,%,CHEMBL325109,P17405,impc,false,false
CHEMBL3286830,1757351,117043,Q9UM73,EML4-ALK,CHEMBL3883330,0.2,nM,CHEMBL3286830,Q9UM73,"impc,eva,intogen,clingen,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL3286830,1757351,100417,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,0.2,nM,CHEMBL3286830,Q9UM73,"impc,eva,intogen,clingen,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL3306918,1768889,168,Q13639,Serotonin 4 (5-HT4) receptor,CHEMBL1875,30.0,%,CHEMBL3306918,Q13639,chembl,false,true
CHEMBL3306918,1768889,168,Q13639,Serotonin 4 (5-HT4) receptor,CHEMBL1875,17.0,nM,CHEMBL3306918,Q13639,chembl,false,true
CHEMBL3310151,1779248,11748,P08238,Heat shock protein HSP 90-beta,CHEMBL4303,9.0,nM,CHEMBL3310151,P08238,chemicalProbes,false,false
CHEMBL34259,49931,6,P00374,Dihydrofolate reductase,CHEMBL202,2.2,nM milliunit-1,CHEMBL34259,P00374,"impc,chembl,eva_somatic",false,true
CHEMBL34259,49931,6,P00374,Dihydrofolate reductase,CHEMBL202,1.2E-9,%,CHEMBL34259,P00374,"impc,chembl,eva_somatic",false,true
CHEMBL34259,49931,6,P00374,Dihydrofolate reductase,CHEMBL202,1.44,uM,CHEMBL34259,P00374,"impc,chembl,eva_somatic",false,true
CHEMBL34259,49931,6,P00374,Dihydrofolate reductase,CHEMBL202,3.4E-4,nM,CHEMBL34259,P00374,"impc,chembl,eva_somatic",false,true
CHEMBL3545360,1927209,30016,P51813,Tyrosine-protein kinase BMX,CHEMBL3834,2.72,C,CHEMBL3545360,P51813,chembl,false,true
CHEMBL3586404,1949623,165,Q12809,HERG,CHEMBL240,33000.0,nM,CHEMBL3586404,Q12809,chembl,false,true
CHEMBL3608680,1959536,17045,P08684,Cytochrome P450 3A4,CHEMBL340,90000.0,nM,CHEMBL3608680,P08684,chembl,false,true
CHEMBL363295,308699,104801,Q13936,Voltage-gated L-type calcium channel,CHEMBL2095229,4800.0,nM,CHEMBL363295,Q13936,chembl,false,true
CHEMBL367149,302932,100431,O14842,Free fatty acid receptor 1,CHEMBL4422,11700.0,nM,CHEMBL367149,O14842,impc,false,false
CHEMBL367149,302932,100431,O14842,Free fatty acid receptor 1,CHEMBL4422,67.0,%,CHEMBL367149,O14842,impc,false,false
CHEMBL3691737,2024953,104305,Q00987,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL1907611,130.0,nM,CHEMBL3691737,Q00987,chemicalProbes,false,false
CHEMBL3691737,2024953,20131,Q00987,p53-binding protein Mdm-2,CHEMBL5023,0.13,nM,CHEMBL3691737,Q00987,chemicalProbes,false,false
CHEMBL3752911,2060428,107968,P51532,Transcription activator BRG1,CHEMBL3085620,3.0,degrees C,CHEMBL3752911,P51532,chemicalProbes,true,false
CHEMBL3752911,2060428,107968,P51532,Transcription activator BRG1,CHEMBL3085620,7.0,K,CHEMBL3752911,P51532,chemicalProbes,true,false
CHEMBL3752911,2060428,107968,P51532,Transcription activator BRG1,CHEMBL3085620,21.0,nM,CHEMBL3752911,P51532,chemicalProbes,true,false
CHEMBL384304,361203,103140,Q9UL54,Serine/threonine-protein kinase TAO2,CHEMBL1075195,750.0,nM,CHEMBL384304,Q9UL54,eva_somatic,false,false
CHEMBL395429,392195,148,P47901,Vasopressin V1b receptor,CHEMBL1921,0.2,nM,CHEMBL395429,P47901,"impc,chembl",false,true
CHEMBL395429,392195,148,P47901,Vasopressin V1b receptor,CHEMBL1921,31.0,%,CHEMBL395429,P47901,"impc,chembl",false,true
CHEMBL3969370,2178741,20171,Q9UQB9,Serine/threonine-protein kinase Aurora-C,CHEMBL3935,63.0,nM,CHEMBL3969370,Q9UQB9,chemicalProbes,true,false
CHEMBL3969370,2178741,20171,Q9UQB9,Serine/threonine-protein kinase Aurora-C,CHEMBL3935,49.0,%,CHEMBL3969370,Q9UQB9,chemicalProbes,true,false
CHEMBL398478,414282,100166,P52732,Kinesin-like protein 1,CHEMBL4581,0.4,nM,CHEMBL398478,P52732,chemicalProbes,false,false
CHEMBL4,146,104688,P47869,GABA-A receptor; anion channel,CHEMBL2093872,39.0,%,CHEMBL4,P47869,chembl,false,true
CHEMBL407,635,104704,P31644,GABA-A receptor; alpha-5/beta-3/gamma-2,CHEMBL2094122,0.6,nM,CHEMBL407,P31644,chembl,false,true
CHEMBL407,635,104704,P31644,GABA-A receptor; alpha-5/beta-3/gamma-2,CHEMBL2094122,96.0,%,CHEMBL407,P31644,chembl,false,true
CHEMBL407,635,104688,P31644,GABA-A receptor; anion channel,CHEMBL2093872,0.9,nM,CHEMBL407,P31644,chembl,false,true
CHEMBL407,635,11440,P31644,GABA receptor alpha-5 subunit,CHEMBL5112,0.5,nM,CHEMBL407,P31644,chembl,false,true
CHEMBL4101890,2241801,101462,O95271,Tankyrase-1,CHEMBL6164,100.0,nM,CHEMBL4101890,O95271,chemicalProbes,true,false
CHEMBL4112929,2252280,11,P00734,Thrombin,CHEMBL204,1200.0,nM,CHEMBL4112929,P00734,chembl,false,true
CHEMBL413,923,101019,P08922,Proto-oncogene tyrosine-protein kinase ROS,CHEMBL5568,90.0,%,CHEMBL413,P08922,"intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL413,923,11969,P17612,cAMP-dependent protein kinase alpha-catalytic subunit,CHEMBL4101,77.0,%,CHEMBL413,P17612,"impc,chembl,cancer_gene_census",false,true
CHEMBL413,923,10811,Q13464,Rho-associated protein kinase 1,CHEMBL3231,127.0,%,CHEMBL413,Q13464,"impc,chembl,eva_somatic",false,true
CHEMBL415,996,72,P14416,Dopamine D2 receptor,CHEMBL217,138.0,nM,CHEMBL415,P14416,"ot_genetics_portal,chembl",false,true
CHEMBL415,996,72,P14416,Dopamine D2 receptor,CHEMBL217,13.0,%,CHEMBL415,P14416,"ot_genetics_portal,chembl",false,true
CHEMBL415,996,10511,Q00975,Voltage-gated N-type calcium channel alpha-1B subunit,CHEMBL4478,9000.0,nM,CHEMBL415,Q00975,chembl,false,true
CHEMBL4159232,2262263,100988,Q13490,Baculoviral IAP repeat-containing protein 2,CHEMBL5462,0.59,nM,CHEMBL4159232,Q13490,chemicalProbes,false,false
CHEMBL4163675,2266706,20131,Q00987,p53-binding protein Mdm-2,CHEMBL5023,60.0,nM,CHEMBL4163675,Q00987,chemicalProbes,false,false
CHEMBL4204833,2282984,11451,P08581,Hepatocyte growth factor receptor,CHEMBL3717,0.71,nM,CHEMBL4204833,P08581,chemicalProbes,false,false
CHEMBL4205747,2283898,11451,P08581,Hepatocyte growth factor receptor,CHEMBL3717,0.96,nM,CHEMBL4205747,P08581,chemicalProbes,false,false
CHEMBL422,1325,104837,Q99250,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,5000.0,nM,CHEMBL422,Q99250,"impc,eva,ot_genetics_portal,gene_burden,chembl",false,true
CHEMBL422,1325,104837,Q99250,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,79.8,%,CHEMBL422,Q99250,"impc,eva,ot_genetics_portal,gene_burden,chembl",false,true
CHEMBL434,1994,104723,P35348,Adrenergic receptor alpha-1,CHEMBL2094251,1.5,nM,CHEMBL434,P35348,"impc,ot_genetics_portal,chembl",false,true
CHEMBL44354,61682,119739,Q99598,Translin-associated protein X,CHEMBL4524025,100.0,%,CHEMBL44354,Q99598,ot_genetics_portal,false,false
CHEMBL459505,470953,115648,Q9NR63,Cytochrome P450 26B1,CHEMBL3713687,0.46,nM,CHEMBL459505,Q9NR63,impc,false,false
CHEMBL4647810,2484361,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,24.0,nM,CHEMBL4647810,P42345,"impc,eva,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL469514,517377,12697,Q13547,Histone deacetylase 1,CHEMBL325,21.0,nM,CHEMBL469514,Q13547,chemicalProbes,false,false
CHEMBL4740383,2488051,252,P29274,Adenosine A2a receptor,CHEMBL251,1.5,nM,CHEMBL4740383,P29274,chembl,false,true
CHEMBL477,5797,104197,Q8TEK3,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",CHEMBL1795117,100000.0,nM,CHEMBL477,Q8TEK3,"intogen,ot_genetics_portal",false,false
CHEMBL477,5797,104197,Q8TEK3,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",CHEMBL1795117,26.0,%,CHEMBL477,Q8TEK3,"intogen,ot_genetics_portal",false,false
CHEMBL477772,489525,30007,P16591,Tyrosine-protein kinase FER,CHEMBL3982,2700.0,nM,CHEMBL477772,P16591,"impc,ot_genetics_portal",false,false
CHEMBL479,5970,227,P41595,Serotonin 2b (5-HT2b) receptor,CHEMBL1833,82.0,nM,CHEMBL479,P41595,chembl,false,true
CHEMBL491473,456867,20171,Q9UQB9,Serine/threonine-protein kinase Aurora-C,CHEMBL3935,2100.0,nM,CHEMBL491473,Q9UQB9,chembl,false,true
CHEMBL494089,469313,10811,Q13464,Rho-associated protein kinase 1,CHEMBL3231,280.0,nM,CHEMBL494089,Q13464,"impc,chembl,eva_somatic",false,true
CHEMBL50,3666,11574,P25024,Interleukin-8 receptor A,CHEMBL4029,4500.0,nM,CHEMBL50,P25024,chembl,false,true
CHEMBL502835,522730,101465,O95835,Serine/threonine-protein kinase LATS1,CHEMBL6167,420.0,nM,CHEMBL502835,O95835,"impc,intogen,ot_genetics_portal,eva_somatic,cancer_gene_census",false,false
CHEMBL511142,446784,136,P41143,Delta opioid receptor,CHEMBL236,21.0,%,CHEMBL511142,P41143,chembl,false,true
CHEMBL511142,446784,136,P41143,Delta opioid receptor,CHEMBL236,1.15,nM,CHEMBL511142,P41143,chembl,false,true
CHEMBL519504,520672,133,P37231,Peroxisome proliferator-activated receptor gamma,CHEMBL235,19.0,nM,CHEMBL519504,P37231,"impc,eva,ot_genetics_portal,chembl",false,true
CHEMBL519504,520672,133,P37231,Peroxisome proliferator-activated receptor gamma,CHEMBL235,67.0,%,CHEMBL519504,P37231,"impc,eva,ot_genetics_portal,chembl",false,true
CHEMBL521,11674,105604,O95069,Potassium channel subfamily K member 2,CHEMBL2321615,10.0,%,CHEMBL521,O95069,"ot_genetics_portal,chembl",false,true
CHEMBL521851,470511,12261,P45983,c-Jun N-terminal kinase 1,CHEMBL2276,1500.0,nM,CHEMBL521851,P45983,"impc,chembl",false,true
CHEMBL522892,494834,238,P10721,Stem cell growth factor receptor,CHEMBL1936,98.0,%,CHEMBL522892,P10721,"uniprot_literature,impc,eva,orphanet,intogen,ot_genetics_portal,clingen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL522892,494834,238,P10721,Stem cell growth factor receptor,CHEMBL1936,1.0,nM,CHEMBL522892,P10721,"uniprot_literature,impc,eva,orphanet,intogen,ot_genetics_portal,clingen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL523299,499120,61,P11229,Muscarinic acetylcholine receptor M1,CHEMBL216,0.16,nM,CHEMBL523299,P11229,chembl,false,true
CHEMBL535,13048,104717,Q9NZ42,Gamma-secretase,CHEMBL2094135,26.0,%,CHEMBL535,Q9NZ42,chembl,false,true
CHEMBL551466,562404,61,P11229,Muscarinic acetylcholine receptor M1,CHEMBL216,0.08,nM,CHEMBL551466,P11229,chembl,false,true
CHEMBL553,14785,100975,Q9UPE1,Serine/threonine-protein kinase SRPK3,CHEMBL5415,8300.0,nM,CHEMBL553,Q9UPE1,impc,false,false
CHEMBL556578,550395,137,P41145,Kappa opioid receptor,CHEMBL237,1870.0,nM,CHEMBL556578,P41145,chembl,false,true
CHEMBL572878,436277,10140,P06239,Tyrosine-protein kinase LCK,CHEMBL258,0.2,%,CHEMBL572878,P06239,"impc,chembl,cancer_gene_census",false,true
CHEMBL572878,436277,10140,P06239,Tyrosine-protein kinase LCK,CHEMBL258,61.0,nM,CHEMBL572878,P06239,"impc,chembl,cancer_gene_census",false,true
CHEMBL572878,436277,10844,P41240,Tyrosine-protein kinase CSK,CHEMBL2634,71.0,%,CHEMBL572878,P41240,ot_genetics_portal,false,false
CHEMBL572878,436277,10844,P41240,Tyrosine-protein kinase CSK,CHEMBL2634,4800.0,nM,CHEMBL572878,P41240,ot_genetics_portal,false,false
CHEMBL574737,568337,104683,P24723,Protein kinase C (PKC),CHEMBL2093867,4.1,nM,CHEMBL574737,P24723,"impc,chembl",false,true
CHEMBL58323,88739,10193,P00915,Carbonic anhydrase I,CHEMBL261,362.0,nM,CHEMBL58323,P00915,chembl,false,true
CHEMBL608533,608601,100127,P09769,Tyrosine-protein kinase FGR,CHEMBL4454,4.0,%,CHEMBL608533,P09769,"impc,chembl",false,true
CHEMBL608533,608601,100127,P09769,Tyrosine-protein kinase FGR,CHEMBL4454,730.0,nM,CHEMBL608533,P09769,"impc,chembl",false,true
