target_chembl_id,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,accession,pref_name,organism,standard_value,standard_units,standard_relation,pchembl_value,isHighQualityProbe,isTherapeuticTarget,concatenated_sources
CHEMBL3019,"CHEMBL190461,CHEMBL269732,CHEMBL4068611","924,318390,2208522","CHEMBL3540825,CHEMBL4051187,CHEMBL4687735",1,LITERATURE,"J Med Chem,Drug Metab Dispos","3.2804502E7,2.8368581E7,2.2205779E7","10.1021/acs.jmedchem.0c00724,10.1021/acs.jmedchem.7b00162,10.1124/dmd.111.043018",12739,P20815,Cytochrome P450 3A5,Homo sapiens,"4900.0,190.0,140.0",nM,=,"5.31,6.72,6.85",false,true,"ot_genetics_portal,chembl,chembl"
CHEMBL3032,"CHEMBL608533,CHEMBL38380","50822,608601","CHEMBL1117933,CHEMBL1908747",1,LITERATURE,"Bioorg Med Chem Lett,Nat Biotechnol","2.2037378E7,2.046276E7","10.1038/nbt.1990,10.1016/j.bmcl.2010.04.070",10842,Q16513,Protein kinase N2,Homo sapiens,"15.0,780.0",nM,=,"6.11,7.82",false,false,"ot_genetics_portal,impc"
CHEMBL3038470,CHEMBL2103840,1376110,CHEMBL4836765,1,LITERATURE,J Med Chem,3.4288692E7,10.1021/acs.jmedchem.1c00330,107896,P24941,CDK2/Cyclin A1,Homo sapiens,3.0,nM,=,8.52,false,true,"impc,chembl"
CHEMBL3038483,CHEMBL98,11305,CHEMBL2379682,1,LITERATURE,Bioorg Med Chem,2.3510562E7,10.1016/j.bmc.2012.06.024,107909,Q13547,Histone deacetylase 1/3/5/8,Homo sapiens,110.0,nM,=,6.96,false,true,"ot_genetics_portal,chembl"
CHEMBL3038484,"CHEMBL99,CHEMBL343448,CHEMBL272980,CHEMBL98","246935,11501,11305,434834","CHEMBL2410097,CHEMBL3801294,CHEMBL2423476,CHEMBL4144349",1,LITERATURE,"ACS Med Chem Lett,J Med Chem,Medchemcomm","2.9348808E7,2.3829483E7,2.3865683E7","10.1021/acsmedchemlett.7b00414,10.1021/jm4008449,10.1021/jm400634n,10.1039/C5MD00451A",107910,"O75376,O15379",Histone deacetylase 3/NCoR1,Homo sapiens,"22.0,0.54,0.15,9.8",nM,=,"9.82,8.01,7.66,9.27",false,"false,true","impc,chembl,impc,intogen,cancer_gene_census"
CHEMBL308,"CHEMBL248713,CHEMBL384304,CHEMBL296468,CHEMBL2103840,CHEMBL233153,CHEMBL248891,CHEMBL400568,CHEMBL429478,CHEMBL4462530,CHEMBL50,CHEMBL4076837,CHEMBL249500,CHEMBL445813,CHEMBL248712,CHEMBL251739,CHEMBL400858,CHEMBL401064,CHEMBL400749,CHEMBL1944698,CHEMBL1230165,CHEMBL249303,CHEMBL4442620,CHEMBL3545083,CHEMBL4297488,CHEMBL223360,CHEMBL14762,CHEMBL400906,CHEMBL428690,CHEMBL3301610,CHEMBL249304,CHEMBL488436","413511,371147,397004,1376110,413504,413505,452952,361203,692515,413506,1276066,1926932,511261,14221,71663,14366,3666,413503,413495,1763572,2369539,413497,413519,413520,413521,2335459,2349629,413522,2216748,413514,413516","CHEMBL5146291,CHEMBL908826,CHEMBL5096595,CHEMBL3856510,CHEMBL4701432,CHEMBL919920,CHEMBL940604,CHEMBL888275,CHEMBL5131644,CHEMBL1018124,CHEMBL4841248,CHEMBL5146300,CHEMBL4180590,CHEMBL4806987,CHEMBL5212835,CHEMBL1246064,CHEMBL4701383,CHEMBL897017,CHEMBL2321001","1,38,65","PATENT,LIT_EUBOPEN_CGL,LITERATURE","Bioorg Med Chem Lett,J Med Chem,J Nat Prod,Eur J Med Chem","1.7532631E7,2.0638755E7,2.7171036E7,1.7178224E7,3.2866383E7,1.1325241E7,2.3252711E7,3.5235745E7,3.3356242E7,1.7064073E7,3.4477384E7,1.8996007E7,3.3539089E7,2.9074254E7,1.7343372E7","10.1016/j.ejmech.2010.06.034,10.6019/CHEMBL5212743,10.1016/j.bmcl.2007.05.029,10.1016/j.bmcl.2006.12.011,10.1021/acs.jmedchem.0c00533,10.1021/acs.jmedchem.0c00744,10.1021/acs.jmedchem.6b00150,10.1021/acs.jmedchem.0c01467,10.1021/jm0606138,10.1021/jm301495v,10.1021/jm061280h,10.1016/j.bmcl.2017.09.050,10.1021/np000546z,10.1016/j.bmcl.2008.10.102,10.1021/acs.jmedchem.1c01148,10.1021/acs.jmedchem.1c02190",12071,P06493,Cyclin-dependent kinase 1,Homo sapiens,"1.1,1.8,10.0,63.0,210.0,3.0,200.0,97.0,450.0,0.8,14.0,13.0,2.0,1.0,1523.0,1800.0,5.6,62.0,56.0,9800.0,9.0,8.5,5.0,53.0,2.5,0.7,480.0,530.0,7.4,370.0",nM,=,"8.7,8.07,7.01,5.75,8.6,9.1,6.32,7.21,7.85,8.52,8.25,6.28,7.2,5.01,7.25,8.3,6.35,7.89,6.68,7.28,6.43,6.7,8.13,9.0,8.74,8.0,9.15,5.82,8.96,8.05",false,"false,true","chemicalProbes,chembl"
CHEMBL3091266,"CHEMBL3342358,CHEMBL3092413","1606783,1794501","CHEMBL3385496,CHEMBL3096582",1,LITERATURE,ACS Med Chem Lett,"2.4900608E7,2.5313322E7","10.1021/ml500240d,10.1021/ml400275z",107977,O43194,G-protein coupled receptor 39,Homo sapiens,"0.06,56.0",nM,=,"10.22,7.25",false,false,chemicalProbes
CHEMBL3100,"CHEMBL986,CHEMBL7301","104574,853",CHEMBL1804183,1,LITERATURE,J Med Chem,2.1591606E7,10.1021/jm200256g,17041,P02753,Plasma retinol-binding protein,Homo sapiens,"182.0,156.0",nM,=,"6.74,6.81",false,false,"ot_genetics_portal,uniprot_literature,impc,eva,orphanet,gene2phenotype,uniprot_variants"
CHEMBL3105,"CHEMBL275638,CHEMBL3644587,CHEMBL1086580,CHEMBL4112930,CHEMBL3137320,CHEMBL521686,CHEMBL1094636,CHEMBL4098253,CHEMBL506871,CHEMBL5095043,CHEMBL3606021,CHEMBL1173055,CHEMBL5095220","631324,1977327,494280,624225,651088,2238164,2739651,1959075,2252281,18145,1626751,469866,2739474","CHEMBL5138216,CHEMBL5124490,CHEMBL4676662,CHEMBL4145211,CHEMBL2341185,CHEMBL3607369,CHEMBL5152039,CHEMBL4678539,CHEMBL5152892,CHEMBL2317526,CHEMBL5127792,CHEMBL4431950",1,LITERATURE,"Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Eur J Med Chem","2.9856625E7,2.7353531E7,2.6222319E7,3.4998039E7,3.3120078E7,3.6343904E7,2.3574272E7,3.3264017E7,3.5608571E7,2.3316926E7,3.4570508E7,3.5051747E7","10.1021/jm3018783,10.1021/acs.jmedchem.1c01012,10.1021/jm301607v,10.1021/acs.jmedchem.8b00576,10.1016/j.bmc.2020.115819,10.1021/acs.jmedchem.5b00680,10.1016/j.ejmech.2021.114094,10.1016/j.bmcl.2016.06.045,10.1021/acs.jmedchem.0c01346,10.1016/j.bmcl.2022.129046,10.1021/acs.jmedchem.2c00281,10.1016/j.ejmech.2022.114109",11663,P09874,Poly [ADP-ribose] polymerase-1,Homo sapiens,"37.0,1.0,0.31,11.0,0.7,8.6,1.7,0.2,0.24,1380.38,0.58",nM,=,"9.0,8.77,9.62,9.15,8.07,9.51,7.43,7.96,9.24,9.7,5.86","false,true","false,true","ot_genetics_portal,chemicalProbes,chembl,ot_genetics_portal,chembl,chemicalProbes,chembl,chemicalProbes,chembl"
CHEMBL3106,"CHEMBL235668,CHEMBL65375","399292,102584","CHEMBL901716,CHEMBL1066239",1,LITERATURE,"Bioorg Med Chem Lett,J Med Chem","2.0053558E7,1.796337E7","10.1021/jm070644i,10.1016/j.bmcl.2009.12.081",11723,P19971,Thymidine phosphorylase,Homo sapiens,"1.3,17.0",nM,=,"8.89,7.77",false,true,"ot_genetics_portal,chembl,chembl"
CHEMBL3108644,"CHEMBL3752151,CHEMBL3770173","2060429,2072190","CHEMBL5214160,CHEMBL5210551",65,LIT_EUBOPEN_CGL,"","","10.6019/CHEMBL5212743,10.6019/CHEMBL5210307",108004,Q9ULD4,Bromodomain and PHD finger-containing protein 3,Homo sapiens,"140.0,2406.0",nM,=,"5.62,6.85",true,false,chemicalProbes
CHEMBL3108647,CHEMBL5095235,2739666,CHEMBL5125545,1,LITERATURE,ACS Med Chem Lett,3.5859865E7,10.1021/acsmedchemlett.2c00167,108007,Q9BYW2,Histone-lysine N-methyltransferase SETD2,Homo sapiens,18.0,nM,=,7.75,false,false,"intogen,cancer_gene_census"
CHEMBL3108648,CHEMBL3901808,2111179,CHEMBL3859041,1,LITERATURE,J Med Chem,2.7584694E7,10.1021/acs.jmedchem.6b01033,108008,Q9NR22,Protein arginine N-methyltransferase 8,Homo sapiens,4.0,nM,=,8.4,true,false,chemicalProbes
CHEMBL3116,"CHEMBL384304,CHEMBL189963,CHEMBL296468,CHEMBL2103840,CHEMBL603469,CHEMBL1944698,CHEMBL1287853,CHEMBL4442620,CHEMBL4594423,CHEMBL3545083,CHEMBL482967,CHEMBL4297488,CHEMBL14762,CHEMBL223360,CHEMBL4462530,CHEMBL1230609,CHEMBL428690,CHEMBL3301610,CHEMBL300138,CHEMBL4754493,CHEMBL445813","319858,2501830,520120,1763572,2369539,371147,1376110,361203,83217,2464854,2335459,714243,2349629,692959,1276066,1926932,597145,511261,14221,71663,14366","CHEMBL2321003,CHEMBL4701389,CHEMBL4348721,CHEMBL4701476,CHEMBL5146278,CHEMBL5146294,CHEMBL4841252,CHEMBL1908527,CHEMBL4701411,CHEMBL1119484,CHEMBL2422672,CHEMBL4678925",1,LITERATURE,"J Med Chem,Nat Biotechnol,Eur J Med Chem","3.2866383E7,2.3937569E7,2.3252711E7,3.5235745E7,2.0462263E7,2.2037378E7,3.3306391E7,3.4477384E7,3.0978559E7","10.1021/jm301495v,10.1038/nbt.1990,10.1021/jm400798j,10.1021/jm901913s,10.1021/acs.jmedchem.0c00744,10.1021/acs.jmedchem.1c01148,10.1021/acs.jmedchem.0c01754,10.1016/j.ejmech.2019.03.064,10.1021/acs.jmedchem.1c02190",11626,P50750,Cyclin-dependent kinase 9,Homo sapiens,"2.0,230.0,1.0,13.4,3.0,57.0,1200.0,15.0,1300.0,5.0,794.33,4.0,3000.0,8800.0,480.0,530.0,84.0,5.8,1600.0",nM,=,"8.3,7.87,8.7,6.1,7.08,7.82,6.32,8.52,9.0,8.24,5.06,6.28,5.52,7.24,8.4,5.92,5.89,6.64,5.8",false,true,chembl
CHEMBL3132741,"CHEMBL3828191,CHEMBL3769965,CHEMBL3752151,CHEMBL1522313,CHEMBL3356143,CHEMBL3770173","946197,2072202,2060429,1820278,2072190,2095787","CHEMBL4030905,CHEMBL3830591,CHEMBL5210252,CHEMBL3385101,CHEMBL5214180,CHEMBL3771492","1,65","LIT_EUBOPEN_CGL,LITERATURE","ACS Med Chem Lett,J Med Chem","2.8714688E7,2.540883E7,2.5974391E7,2.7326325E7","10.6019/CHEMBL5212743,10.1021/acsmedchemlett.6b00092,10.6019/CHEMBL5210121,10.1021/ml5002932,10.1021/acs.jmedchem.7b00611,10.1021/acs.jmedchem.5b00458",108054,P55201,Peregrin,Homo sapiens,"0.3162,3.1,79.43,0.32,80.0,137.0",nM,=,"9.49,8.51,6.86,7.1,9.5","false,true",false,chemicalProbes
CHEMBL3190,"CHEMBL1277001,CHEMBL61593","92458,712973","CHEMBL1285620,CHEMBL869262",1,LITERATURE,"Bioorg Med Chem Lett,J Med Chem","2.0839777E7,1.6879964E7","10.1016/j.bmcl.2006.07.035,10.1021/jm1000419",12615,P48058,"Glutamate receptor ionotropic, AMPA 4",Homo sapiens,"3800.0,150.0",nM,=,"6.82,5.42",false,true,chembl
CHEMBL3191,CHEMBL1513,421066,CHEMBL4839253,1,LITERATURE,ACS Med Chem Lett,3.4413955E7,10.1021/acsmedchemlett.1c00240,10868,Q9NPC1,Leukotriene B4 receptor 2,Homo sapiens,410.0,nM,=,6.39,false,false,impc
CHEMBL3194,"CHEMBL457,CHEMBL44,CHEMBL2103837,CHEMBL898,CHEMBL1421,CHEMBL165,CHEMBL139,CHEMBL297453,CHEMBL3940890,CHEMBL559","15990,2150261,361469,2994,103658,77652,1376107,67987,29890,2658","CHEMBL4833458,CHEMBL4710586,CHEMBL3602658,CHEMBL4710587,CHEMBL900187,CHEMBL4019935,CHEMBL3862354,CHEMBL4030377,CHEMBL3130350",1,LITERATURE,"J Med Chem,Eur J Med Chem","2.6214366E7,1.7948976E7,3.4547896E7,2.8920684E7,2.4422526E7,2.702005E7,3.2914975E7,2.8587455E7","10.1021/acs.jmedchem.5b00544,10.1021/acs.jmedchem.7b00428,10.1021/jm0700159,10.1021/acs.jmedchem.1c00823,10.1021/acs.jmedchem.0c00934,10.1021/jm401832j,10.1016/j.ejmech.2016.02.074,10.1021/acs.jmedchem.7b00952",12704,P02766,Transthyretin,Homo sapiens,"75.0,100.0,400.0,7800.0,4.8,3100.0,60.0,3.0,7170.0,470.0",nM,=,"8.52,7.12,8.32,6.4,5.11,7.22,6.33,5.51,7.0,5.14",false,"false,true","impc,impc,chembl,uniprot_literature,impc,eva,orphanet,clingen,chembl,uniprot_variants,eva_somatic,uniprot_literature,eva,orphanet,chembl,eva_somatic,uniprot_variants,eva,orphanet,chembl,eva_somatic,impc,eva,orphanet,chembl,eva_somatic"
CHEMBL3201,"CHEMBL259571,CHEMBL599552","427670,601890","CHEMBL5158491,CHEMBL1068662",1,LITERATURE,"Bioorg Med Chem,Eur J Med Chem","3.5123295E7,2.0060304E7","10.1016/j.bmc.2009.12.036,10.1016/j.ejmech.2022.114122",10694,P35869,Aryl hydrocarbon receptor,Homo sapiens,"1700.0,27.34",nM,=,"7.56,5.77",false,true,"ot_genetics_portal,chembl,impc,ot_genetics_portal,chembl"
CHEMBL3227,"CHEMBL2346738,CHEMBL4571075,CHEMBL3301626,CHEMBL2440659,CHEMBL239800,CHEMBL3545036,CHEMBL3087515,CHEMBL3122212,CHEMBL3603923,CHEMBL2208405","408410,1604993,2441506,1621541,1448059,1587165,1763588,1528559,1926885,1956956","CHEMBL4479793,CHEMBL3761220,CHEMBL3606566,CHEMBL3996884,CHEMBL2215796,CHEMBL3124717,CHEMBL3412490,CHEMBL2446290,CHEMBL1118810,CHEMBL2350953",1,LITERATURE,"Bioorg Med Chem Lett,J Med Chem,Eur J Med Chem","2.6706173E7,2.7496211E7,2.8109949E7,2.5565255E7,2.6225459E7,2.3142615E7,2.3434029E7,2.4392688E7,2.0483612E7,2.4074843E7","10.1016/j.bmcl.2015.11.087,10.1021/jm501642c,10.1021/acs.jmedchem.5b00892,10.1016/j.bmcl.2013.01.116,10.1016/j.bmcl.2010.04.075,10.1016/j.bmcl.2013.09.001,10.1016/j.bmcl.2012.10.068,10.1021/jm401622k,10.1016/j.bmcl.2016.07.065,10.1016/j.ejmech.2017.01.013",11280,P41594,Metabotropic glutamate receptor 5,Homo sapiens,"20.0,0.6,5.6,6.8,6.761,0.9,4500.0,7.0,17.0,0.5012",nM,=,"9.22,8.25,5.35,7.77,7.7,8.15,9.05,9.3,8.17","false,true","false,true","impc,ot_genetics_portal,chembl,chemicalProbes,chembl"
CHEMBL3231,"CHEMBL601719,CHEMBL575741,CHEMBL384304,CHEMBL2325741,CHEMBL4245197,CHEMBL3137336,CHEMBL603469,CHEMBL1287853,CHEMBL4241305,CHEMBL4594250,CHEMBL1980297,CHEMBL1789941,CHEMBL494089,CHEMBL38380,CHEMBL4242191,CHEMBL4238696,CHEMBL3545065,CHEMBL4297644,CHEMBL535,CHEMBL4249925,CHEMBL1971943,CHEMBL608533,CHEMBL2005186,CHEMBL221959,CHEMBL4237255,CHEMBL288441,CHEMBL1721885,CHEMBL4240458,CHEMBL1667969,CHEMBL4594454,CHEMBL3426621,CHEMBL4244717,CHEMBL428690,CHEMBL522892","1326477,572321,469313,1844006,361203,2301826,1293234,714243,1066449,494834,2314496,14366,62111,50822,2303267,1102616,2335615,13048,2305876,1519923,2306762,1301588,367860,1926914,2309288,1626767,1153572,2464681,2309768,2464885,2305029,597145,602271,608601","CHEMBL4235304,CHEMBL5143003,CHEMBL1908712,CHEMBL5210437,CHEMBL2024907,CHEMBL2330651,CHEMBL5150292,CHEMBL1054435,CHEMBL4407368,CHEMBL4669837,CHEMBL4272384,CHEMBL4325327,CHEMBL4361940,CHEMBL1670413,CHEMBL1647666","1,65","LIT_EUBOPEN_CGL,LITERATURE","Bioorg Med Chem Lett,J Med Chem,Nat Biotechnol,Eur J Med Chem","2.114574E7,3.2805407E7,3.1298542E7,3.6007247E7,1.9800787E7,2.2037378E7,2.3394218E7,3.1895562E7,3.0082069E7,3.3481605E7,2.1251828E7,2.2465635E7,3.1330446E7,2.9969256E7","10.1021/acs.jmedchem.9b01427,10.1038/nbt.1990,10.1016/j.bmcl.2012.03.035,10.1016/j.bmcl.2018.06.040,10.1021/acs.jmedchem.0c01511,10.1016/j.bmcl.2020.127474,10.1016/j.bmcl.2010.11.060,10.1021/acs.jmedchem.2c00600,10.1016/j.bmcl.2009.09.046,10.1016/j.ejmech.2019.06.089,10.6019/CHEMBL5210307,10.1021/acs.jmedchem.9b00891,10.1016/j.bmcl.2010.12.104,10.1021/jm301762v,10.1021/acs.jmedchem.8b00294",10811,Q13464,Rho-associated protein kinase 1,Homo sapiens,"2.0,40.0,456.0,125.0,3700.0,7800.0,760.0,11.0,6.0,64.0,10.0,60.0,3.0,56.0,1200.0,470.0,430.0,100.0,8.0,186.21,0.6,50.0,870.0,32.6,280.0,2100.0,460.0",nM,=,"5.68,9.22,8.7,6.34,7.19,7.3,8.1,7.96,5.43,6.73,8.52,6.55,8.0,6.06,6.37,6.12,7.49,5.11,7.22,6.33,5.92,7.25,7.4,7.0,6.9,8.22","false,true","false,true","impc,chembl,chemicalProbes,impc,chembl,eva_somatic,chembl"
CHEMBL3232685,CHEMBL3939958,2149329,CHEMBL3858699,1,LITERATURE,J Med Chem,2.7571219E7,10.1021/acs.jmedchem.6b00801,108273,O00257,E3 SUMO-protein ligase CBX4,Homo sapiens,83.0,nM,=,7.08,false,false,chemicalProbes
