target_chembl_id,drugId,target_chembl_id_moa_aggr,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated
CHEMBL1293255,CHEMBL964,CHEMBL1935,5.55,5.55,5.55,Small molecule,4.0,true,CHEMBL1614038,F,Homo sapiens,15-hydroxyprostaglandin dehydrogenase [NAD+],,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P15428,Enzyme,TRUE,TRUE,INHIBITOR,false,ENSG00000164120,false,false,true,true,false,1,21,,,,ot_genetics_portal,ENSG00000111275,"EFO_0001378, EFO_0002610, EFO_0000519, EFO_0005611, EFO_0001067, EFO_0001073, EFO_0002617, MONDO_0004992, EFO_0003060, EFO_0004701, EFO_0002618, EFO_0000756, MONDO_0008315, HP_0012378, EFO_0000691, EFO_0000764, MONDO_0021698, MONDO_0007254, MONDO_0007079, MONDO_0100096, EFO_0000514"
CHEMBL1293235,CHEMBL673,CHEMBL2095205,5.05,5.05,5.05,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,INHIBITOR,false,ENSG00000160789,false,false,true,true,false,2,1,,,,impc,"ENSG00000189221, ENSG00000069535",EFO_0000537
CHEMBL258,CHEMBL24828,"CHEMBL2041, CHEMBL2363049, CHEMBL4601, CHEMBL267, CHEMBL2363043, CHEMBL4128, CHEMBL2095227",7.77,7.77,7.77,Small molecule,4.0,true,CHEMBL1051337,B,Homo sapiens,Tyrosine-protein kinase LCK,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P06239,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000182866,false,true,true,true,false,25,48,,,,"impc, chembl, cancer_gene_census","ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000120156, ENSG00000197122, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213","EFO_0000588, MONDO_0008627, EFO_1001951, MONDO_0100342, EFO_0009708, EFO_0000349, EFO_0000641, MONDO_0008315, EFO_0000616, MONDO_0007254, EFO_0001663, EFO_0000182, EFO_0007535, MONDO_0002367, EFO_0000702, MONDO_0008903, EFO_1000026, EFO_0003060, EFO_0003869, EFO_0002501, EFO_1000657, EFO_0002916, MONDO_0011719, EFO_0000519, EFO_0003897, MONDO_0001187, MONDO_0008170, EFO_0001378, MONDO_0002108, EFO_0006859, EFO_1000158, EFO_0002499, MONDO_0004992, MONDO_0015277, EFO_0000501, MONDO_0002087, EFO_0002618, EFO_0003841, MONDO_0001056, EFO_0000222, MONDO_0004192, EFO_0000630, MONDO_0002158, EFO_0000181, EFO_1001465, EFO_0000621, EFO_0002892, EFO_0000365"
CHEMBL1936,CHEMBL223360,"CHEMBL2095227, CHEMBL1974, CHEMBL2095189, CHEMBL1844",8.77,8.77,8.77,Small molecule,3.0,false,CHEMBL1061077,B,Homo sapiens,Stem cell growth factor receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10721,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000157404,false,true,true,true,false,7,10,,,,"uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, clingen, chembl, uniprot_variants, eva_somatic, cancer_gene_census","ENSG00000182578, ENSG00000113721, ENSG00000134853, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000122025","EFO_0000681, EFO_1000657, EFO_0000365, EFO_0003060, MONDO_0021063, EFO_0000182, EFO_0001365, EFO_0001065, EFO_0000616, MONDO_0007254"
CHEMBL4198,CHEMBL2158051,"",7.32,7.32,7.32,Small molecule,3.0,false,CHEMBL4416028,B,Homo sapiens,Inhibitor of apoptosis protein 3,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P98170,Enzyme,TRUE,TRUE,,,ENSG00000101966,false,false,true,true,false,,7,,,,impc,"","EFO_0000181, MONDO_0004992, EFO_0000616, EFO_0000222, EFO_0003060, EFO_0006859, EFO_0000574"
CHEMBL1829,CHEMBL408513,CHEMBL2093865,8.82,8.82,8.82,Small molecule,4.0,true,CHEMBL1216984,B,Homo sapiens,Histone deacetylase 3,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O15379,Epigenetic,TRUE,TRUE,INHIBITOR,false,ENSG00000171720,false,true,true,true,false,11,36,,,,"impc, chembl","ENSG00000116478, ENSG00000171720, ENSG00000094631, ENSG00000196591, ENSG00000108840, ENSG00000061273, ENSG00000147099, ENSG00000163517, ENSG00000068024, ENSG00000048052, ENSG00000100429","EFO_0000309, EFO_1000131, EFO_0000403, EFO_0000616, EFO_0000588, EFO_0002913, MONDO_0002158, EFO_0003060, MONDO_0000430, EFO_0000222, EFO_0005952, EFO_0003032, EFO_1001469, EFO_0000183, EFO_0000228, EFO_0000466, EFO_0001642, EFO_1001968, MONDO_0019471, MONDO_0004992, EFO_0000313, EFO_0000198, MONDO_0015760, MONDO_0002087, EFO_0000211, EFO_1001051, EFO_1000581, EFO_0008528, EFO_0000702, EFO_0001378, EFO_0000519, EFO_0000182, EFO_0000574, EFO_1000576, MONDO_0018906, EFO_1000043"
CHEMBL4261,CHEMBL182,"CHEMBL1872, CHEMBL1872",5.40,5.40,5.4,Small molecule,4.0,true,CHEMBL1613803,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,INHIBITOR,false,ENSG00000100644,false,false,true,true,false,0,26,,,,cancer_gene_census,"","MONDO_0008170, EFO_0000182, EFO_1001302, EFO_1000158, EFO_0000763, EFO_0000765, EFO_0000588, EFO_0000389, MONDO_0002087, EFO_0009708, EFO_0000544, EFO_0001062, MONDO_0005147, EFO_0000574, MONDO_0013730, EFO_0003086, EFO_0000621, MONDO_0003778, EFO_0003833, MONDO_0002708, EFO_0009450, MONDO_0002158, EFO_0000519, EFO_1000811, EFO_0000764, EFO_1001888"
CHEMBL1907603,CHEMBL742,CHEMBL2094124,5.50,5.50,5.5,Small molecule,4.0,true,CHEMBL1105655,B,Homo sapiens,Glutamate NMDA receptor; GRIN1/GRIN2B,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,Q05586,IC,TRUE,TRUE,NEGATIVE ALLOSTERIC MODULATOR,false,ENSG00000176884,false,true,true,true,false,7,90,,,,"uniprot_literature, impc, eva, orphanet, gene2phenotype, chembl, uniprot_variants","ENSG00000176884, ENSG00000183454, ENSG00000273079, ENSG00000105464, ENSG00000116032, ENSG00000161509, ENSG00000198785","EFO_1001998, HP_0012532, MONDO_0002050, EFO_0007224, EFO_0003756, EFO_0000713, EFO_0005762, EFO_0001074, EFO_0002460, MONDO_0002009, EFO_0009854, EFO_1001412, EFO_0000512, EFO_0000546, EFO_0004320, EFO_0003768, EFO_0004320, EFO_1001898, EFO_0003890, MONDO_0005129, MONDO_0002009, HP_0002315, EFO_0005279, EFO_0009963, EFO_0000712, EFO_0007191, MONDO_0010726, EFO_0009513, HP_0012378, EFO_0003957, EFO_0007430, MONDO_0011382, MONDO_0007079, EFO_0000713, MONDO_0007079, HP_0000486, EFO_0003843, EFO_0009552, EFO_0004242, EFO_0009267, EFO_0000474, EFO_1001917, EFO_0005323, EFO_1000637, MONDO_0008903, MONDO_0005351, EFO_0007453, MONDO_0004985, HP_0012076, EFO_0000677, MONDO_0002050, MONDO_0002038, MONDO_0002070, HP_0100806, EFO_0009854, EFO_0003761, EFO_0005611, EFO_0002610, HP_0000360, HP_0100543, HP_0000989, EFO_0007149, EFO_0008590, MONDO_0043510, EFO_0009686, EFO_0009492, MONDO_0004992, MONDO_0100096, EFO_0001358, EFO_0006834, EFO_0002610, EFO_0000546, EFO_0005611, EFO_0003931, MONDO_0002258, EFO_0008526, EFO_0009620, EFO_0003931, HP_0002140, MONDO_0004992, HP_0025428, EFO_0000474, MONDO_0005090, HP_0000713, MONDO_0007254, HP_0100543, MONDO_0004985, EFO_0003015, MONDO_0024417, EFO_0000694"
CHEMBL5310,CHEMBL2364611,CHEMBL4439,7.80,7.80,7.8,Small molecule,2.0,false,CHEMBL3991614,B,Homo sapiens,Activin receptor type-1B,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P36896,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000135503,false,false,true,true,false,1,12,,,,"impc, intogen, ot_genetics_portal, eva_somatic, cancer_gene_census",ENSG00000106799,"EFO_0009708, EFO_0000519, EFO_0005543, EFO_0000616, EFO_0004252, EFO_0002618, EFO_0000305, EFO_0000182, EFO_1000657, EFO_0000198, MONDO_0008315, EFO_0003860"
CHEMBL1974,CHEMBL223360,"CHEMBL2095227, CHEMBL1974, CHEMBL2095189, CHEMBL1844",8.40,8.40,8.4,Small molecule,3.0,false,CHEMBL4220252,B,Homo sapiens,Tyrosine-protein kinase receptor FLT3,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P36888,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000122025,false,true,true,true,false,7,10,,,,"uniprot_literature, impc, eva, intogen, chembl, eva_somatic, cancer_gene_census","ENSG00000182578, ENSG00000113721, ENSG00000134853, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000122025","EFO_0000681, EFO_1000657, EFO_0000365, EFO_0003060, MONDO_0021063, EFO_0000182, EFO_0001365, EFO_0001065, EFO_0000616, MONDO_0007254"
CHEMBL2608,CHEMBL1566,"CHEMBL2074, CHEMBL2045",5.35,5.35,5.35,Oligosaccharide,4.0,true,CHEMBL1614103,F,Homo sapiens,Lysosomal alpha-glucosidase,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10253,Enzyme,TRUE,TRUE,INHIBITOR,false,ENSG00000171298,false,true,true,true,false,2,15,,,,"uniprot_literature, impc, eva, orphanet, gene2phenotype, clingen, chembl, uniprot_variants","ENSG00000243480, ENSG00000257335","EFO_0000400, EFO_0007318, EFO_0000589, EFO_0004593, EFO_0001645, HP_0003124, EFO_0005252, GO_0007568, MONDO_0002367, EFO_0003914, EFO_0001073, MONDO_0005148, EFO_0000195, EFO_0000537, EFO_0003095"
CHEMBL1293224,CHEMBL116438,"",5.50,5.50,5.5,Small molecule,3.0,false,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,TRUE,TRUE,,,ENSG00000186868,false,true,true,true,false,,47,,,,"eva, ot_genetics_portal, chembl","","EFO_1000826, EFO_0000649, EFO_1001818, EFO_0007430, EFO_1001951, MONDO_0004992, MONDO_0004975, MONDO_0005301, EFO_0002913, MONDO_0043771, EFO_0000095, EFO_0001378, EFO_0000729, MONDO_0004979, MONDO_0007915, EFO_0003884, MONDO_0008315, EFO_0004268, EFO_0000616, MONDO_0005147, Orphanet_733, HP_0100543, MONDO_0010788, HP_0000155, EFO_0002618, EFO_0003768, EFO_0001416, EFO_1001898, EFO_0003060, MONDO_0011962, EFO_1001904, EFO_0001365, MONDO_0004985, EFO_1001801, EFO_0000198, EFO_0000220, HP_0000093, EFO_1000910, EFO_0008517, MONDO_0007254, MONDO_0021063, MONDO_0044937, EFO_0004288, MONDO_0002974, MONDO_0005575, MONDO_0022394, EFO_0000384"
CHEMBL4261,CHEMBL193,CHEMBL2095229,"6.00, 6.30",6.30,6.0,Small molecule,4.0,true,CHEMBL1613803,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,BLOCKER,false,ENSG00000100644,false,false,true,true,false,4,18,,,,"impc, eva, cancer_gene_census","ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001","MONDO_0018479, HP_0000093, EFO_1001145, EFO_0000401, EFO_0003917, EFO_1001375, EFO_0003890, EFO_0004263, EFO_0009660, EFO_0007442, HP_0012390, MONDO_0005149, EFO_0000668, EFO_0003884, EFO_0004225, EFO_0000319, EFO_0000537, EFO_0004253"
CHEMBL3430907,CHEMBL1090479,"CHEMBL2185, CHEMBL3935",9.42,9.42,9.42,Small molecule,1.0,false,CHEMBL4266323,B,Homo sapiens,Aurora kinase B/Inner centromere protein,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,Q96GD4,Kinase,TRUE,TRUE,INHIBITOR,false,ENSG00000178999,false,true,true,true,false,2,1,,,,"impc, chembl","ENSG00000105146, ENSG00000178999",EFO_0000616
CHEMBL230,CHEMBL6,"CHEMBL2094253, CHEMBL2094253","5.72, 8.00, 5.24, 6.39, 5.16, 6.30, 5.58, 5.93",8.00,5.72,Small molecule,4.0,true,CHEMBL1775764,B,Homo sapiens,Cyclooxygenase-2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35354,Enzyme,TRUE,TRUE,INHIBITOR,false,ENSG00000073756,false,true,true,true,false,2,35,,,,"impc, ot_genetics_portal, chembl","ENSG00000073756, ENSG00000095303","MONDO_0003937, EFO_0000278, EFO_0000199, MONDO_0004979, EFO_0000685, EFO_1001412, EFO_0005755, EFO_1000652, EFO_0010072, MONDO_0004975, MONDO_0005178, MONDO_0100096, HP_0002829, EFO_1000318, EFO_0005252, MONDO_0007254, EFO_0003843, MP_0001914, Orphanet_79292, EFO_0003898, EFO_0003917, MP_0001845, EFO_0000181, MONDO_0024475, EFO_0000196, EFO_0000342, HP_0001643, EFO_0000319, HP_0003326, EFO_0004274, EFO_0005752, MP_0001845, MONDO_0008315, EFO_0000389, EFO_0000673"
CHEMBL1293256,CHEMBL126075,"",5.00,5.00,5.0,Small molecule,-1.0,false,CHEMBL1614086,F,Homo sapiens,Thrombopoietin,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P40225,None,TRUE,TRUE,,,ENSG00000090534,false,false,true,true,false,,1,,,,ot_genetics_portal,"",EFO_0000319
CHEMBL206,CHEMBL165,"",6.11,6.11,6.11,Small molecule,3.0,false,CHEMBL829990,B,Homo sapiens,Estrogen receptor alpha,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P03372,NR,TRUE,TRUE,,,ENSG00000091831,false,true,true,true,false,,37,,,,"impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census","","MONDO_0021063, EFO_0000407, EFO_0002614, MONDO_0100096, EFO_0000401, EFO_0000660, MONDO_0002691, EFO_0003956, MONDO_0005178, EFO_0000616, EFO_0000365, EFO_0003884, HP_0001258, MONDO_0005148, MONDO_0005090, EFO_0000195, MONDO_0007739, MONDO_0005147, EFO_0000537, EFO_0011023, GO_0007568, EFO_0001365, MONDO_0004975, MONDO_0018906, MP_0001845, MONDO_0005180, EFO_1000657, EFO_0000545, EFO_0000341, EFO_0000319, EFO_0000694, HP_0003124, EFO_0001072, EFO_0004265, MONDO_0011705, EFO_0003095, MONDO_0100339"
CHEMBL4261,CHEMBL1200495,"",6.20,6.20,6.2,Small molecule,4.0,true,CHEMBL1613803,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,,,ENSG00000100644,false,false,true,true,false,1,10,,,,"ot_genetics_portal, cancer_gene_census",ENSG00000113580,"EFO_0000403, EFO_0003032, EFO_0006834, EFO_0009552, EFO_0000565, MONDO_0000870, EFO_0005752, EFO_0000220, EFO_0000309, MONDO_0004979"
CHEMBL240,CHEMBL512351,CHEMBL244,5.75,5.75,5.75,Small molecule,4.0,true,CHEMBL968700,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,TRUE,TRUE,INHIBITOR,false,ENSG00000055118,false,true,true,true,false,1,8,,,,"impc, ot_genetics_portal, chembl",ENSG00000126218,"EFO_0000275, EFO_0001421, EFO_0003911, HP_0001907, EFO_0004286, EFO_0003086, MP_0001914, HP_0004419"
CHEMBL3510,CHEMBL220491,CHEMBL205,7.62,7.62,7.62,Small molecule,4.0,true,CHEMBL935620,B,Homo sapiens,Carbonic anhydrase XIV,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9ULX7,Enzyme,TRUE,TRUE,INHIBITOR,false,ENSG00000118298,false,false,true,true,false,1,4,,,,impc,ENSG00000104267,"EFO_0009784, EFO_0004190, MONDO_0005041, EFO_1001069"
CHEMBL3880,CHEMBL278315,"","6.85, 7.13, 7.55",7.55,7.13,Small molecule,2.0,false,CHEMBL3364919,B,Homo sapiens,Heat shock protein HSP 90-alpha,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P07900,None,TRUE,TRUE,,,ENSG00000080824,false,true,true,true,false,,2,,,,"chembl, cancer_gene_census","","MONDO_0002367, MONDO_0008667"
CHEMBL2716,CHEMBL1851943,"",6.97,6.97,6.97,Small molecule,3.0,false,CHEMBL3598918,B,Homo sapiens,Histone deacetylase 7,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q8WUI4,Epigenetic,TRUE,TRUE,,,ENSG00000061273,false,true,true,true,false,,8,,,,"ot_genetics_portal, chembl","","EFO_0000616, EFO_0000691, EFO_0000222, EFO_0000565, EFO_0004251, EFO_0000198, MONDO_0004992, MONDO_0008315"
CHEMBL4792,CHEMBL1083659,CHEMBL3307226,7.25,7.25,7.25,Small molecule,4.0,true,CHEMBL3267684,B,Homo sapiens,Orexin receptor 2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O43614,GPCR,TRUE,TRUE,ANTAGONIST,false,ENSG00000137252,false,true,true,true,false,2,10,,,,"impc, chembl","ENSG00000137252, ENSG00000121764","EFO_0003768, MONDO_0007079, MONDO_0004975, EFO_0003877, EFO_0010702, EFO_0009267, EFO_0004319, EFO_0004270, EFO_0004698, EFO_0008568"
CHEMBL287,CHEMBL54,"CHEMBL224, CHEMBL2331075, CHEMBL224, CHEMBL2331075","7.92, 8.92",8.92,7.92,Small molecule,4.0,true,CHEMBL3378827,B,Homo sapiens,Sigma opioid receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q99720,None,TRUE,TRUE,ANTAGONIST,false,ENSG00000147955,false,true,true,true,false,4,21,,,,"impc, chembl","ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000102468","EFO_0005407, MONDO_0005090, EFO_0005411, EFO_0005230, EFO_0005323, MONDO_0004985, EFO_0009267, HP_0000713, MONDO_0007739, MONDO_0002050, HP_0002018, HP_0000713, EFO_0005411, EFO_0004701, EFO_0004216, EFO_0004247, MONDO_0005090, EFO_0003768, MONDO_0004975, EFO_0003015, EFO_0004895"
CHEMBL4261,CHEMBL44,"",5.30,5.30,5.3,Small molecule,2.0,false,CHEMBL1614456,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,,,ENSG00000100644,false,false,true,true,false,,17,,,,cancer_gene_census,"","EFO_0000673, EFO_0001645, EFO_0000195, EFO_0003060, MONDO_0001187, EFO_1001951, MONDO_0007254, EFO_0009448, MONDO_0009061, EFO_0003882, MONDO_0004986, EFO_0000694, MONDO_0008315, EFO_1000657, MONDO_0021063, MONDO_0004992, EFO_0002618"
CHEMBL5671,CHEMBL535,"CHEMBL1936, CHEMBL1974, CHEMBL2095227, CHEMBL2095189, CHEMBL2041, CHEMBL1844",8.20,8.20,8.2,Small molecule,4.0,true,CHEMBL4199319,B,Homo sapiens,Protein delta homolog 1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P80370,None,TRUE,TRUE,INHIBITOR,false,ENSG00000185559,false,false,true,true,false,9,113,,,,"impc, ot_genetics_portal","ENSG00000165731, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000182578, ENSG00000122025","EFO_0000222, EFO_0000313, MONDO_0011719, MONDO_0003268, EFO_0000181, EFO_0005221, EFO_0000228, EFO_1000251, MONDO_0002367, EFO_0002499, EFO_0000349, EFO_0006861, MONDO_0001056, MONDO_0044926, EFO_1000581, EFO_0000641, EFO_0000640, MONDO_0004192, EFO_0000640, EFO_0003869, EFO_0000673, EFO_0007331, EFO_0000681, EFO_0000702, EFO_0000514, EFO_0002617, MONDO_0015277, EFO_0000294, EFO_0000095, EFO_0000673, EFO_0000220, EFO_0000403, MONDO_0002367, EFO_0003897, EFO_0003869, MONDO_0011719, MONDO_0002691, EFO_0000702, EFO_0003833, EFO_0003897, EFO_0003060, MONDO_0007254, EFO_0004142, EFO_0000519, EFO_0008528, EFO_0006352, EFO_0001378, EFO_0000182, MONDO_0008170, EFO_0002618, MONDO_0002087, MONDO_0007254, MONDO_0008667, EFO_0000239, EFO_0000616, MONDO_0008903, EFO_0000558, MONDO_0008667, EFO_0007416, EFO_0000514, EFO_0000222, EFO_0000519, MONDO_0002158, EFO_0004243, MONDO_0007576, EFO_0003060, MONDO_0002158, EFO_1001951, EFO_1000984, MONDO_0001187, EFO_1000796, MONDO_0008903, EFO_0000616, EFO_0000756, EFO_1000576, EFO_0003863, EFO_1001465, EFO_0000196, EFO_0000501, EFO_1000045, EFO_0002618, MONDO_0008315, EFO_1001951, MONDO_0002087, EFO_0000632, EFO_0000588, EFO_0003865, EFO_0007243, EFO_0004252, EFO_0000637, EFO_0000691, EFO_0000182, HP_0001541, EFO_1001465, EFO_0000349, EFO_1001968, MONDO_0018364, EFO_0007143, EFO_0002938, EFO_1001968, MONDO_0008315, EFO_0000681, EFO_1001901, MONDO_0004992, MONDO_0001187, EFO_0007416, MONDO_0004992, MONDO_0007576, MONDO_0004986, EFO_0002892, EFO_1000576, EFO_0002617, EFO_1001901"
CHEMBL2069,CHEMBL426559,CHEMBL4427,8.53,8.53,8.53,Small molecule,4.0,true,CHEMBL856875,B,Homo sapiens,Thromboxane A2 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P21731,GPCR,TRUE,TRUE,ANTAGONIST,false,ENSG00000006638,false,false,true,true,false,1,8,ANTAGONIST,Binds to a receptor and prevents activation by an agonist through competing for the binding site,NEGATIVE MODULATOR,impc,ENSG00000168229,"Orphanet_309005, EFO_0004911, HP_0003124, Orphanet_79211, EFO_1000760, MONDO_0005148, HP_0031284, MONDO_0021187"
CHEMBL1293232,CHEMBL476,CHEMBL2311221,5.20,5.20,5.2,Small molecule,4.0,true,CHEMBL1613842,F,Homo sapiens,Survival motor neuron protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16637,Epigenetic,TRUE,TRUE,INHIBITOR,false,ENSG00000172062,false,false,true,true,false,,23,,,,impc,"","EFO_0000574, MONDO_0002898, EFO_1001968, EFO_0000183, EFO_0007143, EFO_1001901, MONDO_0002367, EFO_0000691, EFO_0000211, EFO_0000616, MONDO_0002108, EFO_0000621, EFO_1000045, MONDO_0007254, EFO_0001376, EFO_0000389, MONDO_0021063, EFO_0000756, EFO_0002617, MONDO_0009348, MONDO_0004992, MONDO_0008903, EFO_0000564"
CHEMBL1293232,CHEMBL476,CHEMBL2311221,5.20,5.20,5.2,Small molecule,4.0,true,CHEMBL1613842,F,Homo sapiens,Survival motor neuron protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16637,Epigenetic,TRUE,TRUE,INHIBITOR,false,ENSG00000205571,false,false,true,true,false,,23,,,,impc,"","EFO_0000574, MONDO_0002898, EFO_1001968, EFO_0000183, EFO_0007143, EFO_1001901, MONDO_0002367, EFO_0000691, EFO_0000211, EFO_0000616, MONDO_0002108, EFO_0000621, EFO_1000045, MONDO_0007254, EFO_0001376, EFO_0000389, MONDO_0021063, EFO_0000756, EFO_0002617, MONDO_0009348, MONDO_0004992, MONDO_0008903, EFO_0000564"
CHEMBL4261,CHEMBL1091,CHEMBL2034,6.90,6.90,6.9,Small molecule,4.0,true,CHEMBL1614456,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,AGONIST,false,ENSG00000100644,false,false,true,true,false,1,8,,,,"eva, cancer_gene_census",ENSG00000113580,"EFO_0009552, EFO_0004208, EFO_0000274, HP_0000989, EFO_0005752, MP_0001845, EFO_0000701, MONDO_0002050"
CHEMBL289,CHEMBL1294,"CHEMBL2331043, CHEMBL2331043","7.60, 7.70",7.70,7.6,Small molecule,4.0,true,CHEMBL3389067,A,Homo sapiens,Cytochrome P450 2D6,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10635,Enzyme,TRUE,TRUE,BLOCKER,false,ENSG00000100197,false,false,true,true,true,10,18,,,,"ot_genetics_portal, chemicalProbes","ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0001068, EFO_0004278, HP_0004308, EFO_0004287, HP_0002019, EFO_0000275, EFO_0004269, MONDO_0004976, EFO_1001413, EFO_0000612, MONDO_0004976, MONDO_0002050, MONDO_0005277, MONDO_0002009, MONDO_0005301, EFO_1001249, EFO_0003758, EFO_0004197"
