,drugId,target_chembl_id,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa_aggr,target_chembl_id_moa_aggr,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated,drugbank_id,uniprot_id,pharm_action_drugbank
400,CHEMBL299175,CHEMBL246,8.77,8.77,8.77,Small molecule,-1.0,False,CHEMBL653155,F,Homo sapiens,Beta-3 adrenergic receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P13945,GPCR,True,True,,,False,ENSG00000188778,False,True,False,True,False,,1,,,,chembl,,HP_0006536,,,
401,CHEMBL479,CHEMBL1980,5.74,5.74,5.74,Small molecule,4.0,True,CHEMBL3430597,F,Homo sapiens,Sodium channel protein type V alpha subunit,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q14524,IC,True,True,ANTAGONIST,"CHEMBL2331075, CHEMBL224, CHEMBL225",False,ENSG00000183873,False,True,False,True,False,5.0,5,,,,chembl,"ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000147246, ENSG00000102468","EFO_0000222, EFO_0005230, MONDO_0002050, MONDO_0005090, EFO_0005407",DB00679,,
402,CHEMBL71,CHEMBL3155,7.96,7.96,7.96,Small molecule,4.0,True,CHEMBL2378992,B,Homo sapiens,Serotonin 7 (5-HT7) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P34969,GPCR,True,True,ANTAGONIST,"CHEMBL2331075, CHEMBL224",False,ENSG00000148680,False,True,True,True,False,4.0,11,,,,"ot_genetics_portal, chembl","ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000102468","EFO_0009267, HP_0002017, MONDO_0021063, EFO_0000519, EFO_0004216, EFO_0005407, MONDO_0005090, MONDO_0100096, EFO_0000677, MONDO_0037939, EFO_0005799",DB00477,P34969,
403,CHEMBL71,CHEMBL3155,7.96,7.96,7.96,Small molecule,4.0,True,CHEMBL2378992,B,Homo sapiens,Serotonin 7 (5-HT7) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P34969,GPCR,True,True,ANTAGONIST,"CHEMBL2331075, CHEMBL224",False,ENSG00000148680,False,True,True,True,False,4.0,11,,,,"ot_genetics_portal, chembl","ENSG00000149295, ENSG00000151577, ENSG00000069696, ENSG00000102468","EFO_0009267, HP_0002017, MONDO_0021063, EFO_0000519, EFO_0004216, EFO_0005407, MONDO_0005090, MONDO_0100096, EFO_0000677, MONDO_0037939, EFO_0005799",DB00477,P34969,Unknown
405,CHEMBL267227,CHEMBL218,7.11,7.11,7.11,Small molecule,2.0,False,CHEMBL3587760,B,Homo sapiens,Cannabinoid CB1 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P21554,GPCR,True,True,,,False,ENSG00000118432,False,True,True,True,False,,1,,,,"impc, chembl",,MONDO_0004992,,,
406,CHEMBL220492,CHEMBL3594,"7.24, 7.24, 7.24",7.24,7.24,Small molecule,4.0,True,CHEMBL881709,B,Homo sapiens,Carbonic anhydrase IX,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q16790,Enzyme,True,True,"INHIBITOR, ANTAGONIST, BLOCKER, POSITIVE MODULATOR","CHEMBL2109241, CHEMBL2096670, CHEMBL2331043, CHEMBL2093872, CHEMBL3729, CHEMBL205",False,ENSG00000107159,False,True,False,True,False,37.0,44,,,,chembl,"ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313, ENSG00000022355, ENSG00000145864, ENSG00000113327, ENSG00000166206, ENSG00000109158, ENSG00000182256, ENSG00000268089, ENSG00000011677, ENSG00000094755, ENSG00000187730, ENSG00000163285, ENSG00000163288, ENSG00000102287, ENSG00000151834, ENSG00000186297, ENSG00000145863, ENSG00000171189, ENSG00000105737, ENSG00000149403, ENSG00000164418, ENSG00000163873, ENSG00000167434, ENSG00000104267, ENSG00000152578, ENSG00000125675, ENSG00000120251, ENSG00000155511","HP_0011868, EFO_0007191, MONDO_0002046, EFO_0005203, EFO_0001073, MONDO_0005180, MONDO_0021187, EFO_0007262, MONDO_0005277, EFO_0004895, EFO_0004211, EFO_0001063, MONDO_0005299, MONDO_0008300, HP_0002315, EFO_0005204, EFO_0004263, MONDO_0005148, EFO_0000400, EFO_0004701, EFO_0004242, EFO_0001358, EFO_0004329, EFO_0005230, EFO_0003768, EFO_0000474, HP_0100543, EFO_0003843, EFO_0005207, MONDO_0002050, MONDO_0005090, EFO_0004319, EFO_0001421, EFO_0004699, EFO_0003108, EFO_0000195, MONDO_0016532, MONDO_0005301, MONDO_0004985, EFO_0000537, HP_0001250, EFO_0005924, EFO_0002610, MONDO_0007079",DB00273,,
407,CHEMBL1508,CHEMBL340,6.00,6.0,6.0,Small molecule,4.0,True,CHEMBL1613886,A,Homo sapiens,Cytochrome P450 3A4,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P08684,Enzyme,True,True,INHIBITOR,CHEMBL228,False,ENSG00000160868,False,True,False,True,False,1.0,35,,,,chembl,ENSG00000108576,"EFO_0003761, EFO_0003761, EFO_0000712, MONDO_0004992, EFO_0004262, EFO_0003047, EFO_0001358, MONDO_0004985, EFO_1001892, EFO_0000313, EFO_0003890, EFO_0009963, EFO_0002610, EFO_0004242, HP_0002381, MONDO_0002009, EFO_1001908, EFO_0005230, MONDO_0004975, MONDO_0002050, EFO_0002517, EFO_1001892, MONDO_0002009, EFO_0003884, MONDO_0005149, MONDO_0002491, MONDO_0002050, HP_0012076, EFO_0005687, EFO_1001917, EFO_0010282, EFO_1001919, MONDO_0005090, EFO_0006788, EFO_0000685",DB01175,,
408,CHEMBL67279,CHEMBL4683,7.92,7.92,7.92,Small molecule,3.0,False,CHEMBL2346129,B,Homo sapiens,Fibroblast activation protein alpha,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12884,Enzyme,True,True,,,False,ENSG00000078098,False,True,False,True,False,,8,,,,chembl,,"EFO_0000756, EFO_0003060, MONDO_0002367, EFO_0000095, EFO_0002618, MONDO_0002898, EFO_0000616, MONDO_0008903",DB06182,,
409,CHEMBL592868,CHEMBL206,10.55,10.55,10.55,Small molecule,3.0,False,CHEMBL1074479,B,Homo sapiens,Estrogen receptor alpha,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P03372,NR,True,True,,,False,ENSG00000091831,False,True,True,True,False,,5,,,,"impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census",,"MONDO_0004975, EFO_0001072, HP_0002829, EFO_0003869, EFO_0003777",,,
410,CHEMBL98123,CHEMBL1293237,6.10,6.1,6.1,Small molecule,4.0,True,CHEMBL1614522,F,Homo sapiens,Bloom syndrome protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P54132,None,True,True,,,False,ENSG00000197299,False,False,True,True,False,,1,,,,cancer_gene_census,,EFO_0003060,,,
411,CHEMBL103,CHEMBL340,5.40,5.4,5.4,Small molecule,4.0,True,CHEMBL2071967,A,Homo sapiens,Cytochrome P450 3A4,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08684,Enzyme,True,True,AGONIST,CHEMBL208,False,ENSG00000160868,False,True,False,True,False,1.0,43,,,,chembl,ENSG00000082175,"HP_0000938, MONDO_0005351, MONDO_0022394, MONDO_0005147, EFO_0010269, EFO_0000545, MP_0001914, EFO_1000623, EFO_0000731, EFO_0005204, EFO_0002950, EFO_0000474, EFO_0001645, EFO_0000400, EFO_0003869, EFO_0000180, EFO_0007453, EFO_0000668, MONDO_0100096, MONDO_0007254, MONDO_0004975, EFO_1000645, EFO_0004701, EFO_0000537, EFO_0008560, MONDO_0011972, EFO_0003917, EFO_0007442, EFO_0007191, EFO_1000985, EFO_0003768, EFO_0000660, EFO_0003922, EFO_1001465, MONDO_0000831, MONDO_0043510, MONDO_0011962, EFO_1001375, EFO_0003882, EFO_0001072, HP_0003124, EFO_0002610, EFO_0003893",DB00396,,
412,CHEMBL866,CHEMBL1293235,6.20,6.2,6.2,Small molecule,4.0,True,CHEMBL1614073,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,True,True,INHIBITOR,CHEMBL2111369,False,ENSG00000160789,False,False,True,True,False,2.0,21,,,,"impc, eva, cancer_gene_census","ENSG00000106348, ENSG00000178035","EFO_0004255, EFO_0005761, EFO_0005140, HP_0001871, MONDO_0007915, EFO_0000717, EFO_0000384, EFO_1002048, EFO_0003884, MONDO_0005147, EFO_0004599, EFO_0000699, EFO_1000906, EFO_0003086, EFO_0000540, EFO_1000986, EFO_0000222, EFO_0003884, EFO_0004599, MONDO_0013730, EFO_0005761",DB01024,,
413,CHEMBL750,CHEMBL3969,5.22,5.22,5.22,Small molecule,4.0,True,CHEMBL1046600,B,Homo sapiens,Carbonic anhydrase VB,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9Y2D0,Enzyme,True,True,BLOCKER,CHEMBL2331043,False,ENSG00000169239,False,True,False,True,False,10.0,19,,,,chembl,"ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0004238, EFO_0003768, HP_0001250, MONDO_0002046, EFO_0004319, EFO_0000474, EFO_0001073, MONDO_0005090, EFO_0003108, EFO_0004566, HP_0007359, MONDO_0005180, MONDO_0007079, EFO_0005203, EFO_1001254, MONDO_0005277, EFO_0005411, EFO_0002610, EFO_1000877",DB00909,Q9Y2D0,
415,CHEMBL750,CHEMBL3969,5.22,5.22,5.22,Small molecule,4.0,True,CHEMBL1046600,B,Homo sapiens,Carbonic anhydrase VB,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9Y2D0,Enzyme,True,True,BLOCKER,CHEMBL2331043,False,ENSG00000169239,False,True,False,True,False,10.0,19,,,,chembl,"ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0004238, EFO_0003768, HP_0001250, MONDO_0002046, EFO_0004319, EFO_0000474, EFO_0001073, MONDO_0005090, EFO_0003108, EFO_0004566, HP_0007359, MONDO_0005180, MONDO_0007079, EFO_0005203, EFO_1001254, MONDO_0005277, EFO_0005411, EFO_0002610, EFO_1000877",DB00909,Q9Y2D0,Unknown
416,CHEMBL1448,CHEMBL340,5.60,5.6,5.6,Small molecule,4.0,True,CHEMBL1614108,A,Homo sapiens,Cytochrome P450 3A4,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P08684,Enzyme,True,True,INHIBITOR,"CHEMBL2366043, CHEMBL2366044",False,ENSG00000160868,False,True,False,True,False,,9,,,,chembl,,"MONDO_0021063, EFO_1001342, EFO_0000196, EFO_0000685, Orphanet_733, EFO_1001951, MONDO_0100096, EFO_0000222, EFO_0000401",DB06803,,
417,CHEMBL1818341,CHEMBL237,8.91,8.91,8.91,Small molecule,1.0,False,CHEMBL3268180,F,Homo sapiens,Kappa opioid receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P41145,GPCR,True,True,,,False,ENSG00000082556,False,True,False,True,False,,2,,,,chembl,,"MONDO_0002050, MONDO_0004985",,,
418,CHEMBL3695568,CHEMBL260,8.30,8.3,8.3,Small molecule,2.0,False,CHEMBL3705477,B,Homo sapiens,MAP kinase p38 alpha,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q16539,Kinase,True,True,,,False,ENSG00000112062,False,True,False,True,False,,3,,,,chembl,,"EFO_0003956, EFO_0000341, EFO_1001413",,,
419,CHEMBL34412,CHEMBL3972,"7.85, 7.85",7.85,7.85,Small molecule,2.0,False,CHEMBL1006408,B,Homo sapiens,GAR transformylase,Potential transcription error,"Values appear to be an order of magnitude different from previously reported, so units may be incorrect",9,Direct single protein target assigned,,SINGLE PROTEIN,P22102,None,True,True,,,False,ENSG00000159131,False,True,False,True,True,,2,,,,"chemicalProbes, chembl",,"MONDO_0008903, EFO_0000616",DB12769,,
420,CHEMBL1358,CHEMBL2409,"7.58, 8.22",8.22,7.58,Small molecule,4.0,True,CHEMBL2400589,B,Homo sapiens,Epoxide hydratase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P34913,Enzyme,True,True,ANTAGONIST,CHEMBL2093866,False,ENSG00000120915,False,False,True,True,False,2.0,33,,,,ot_genetics_portal,"ENSG00000140009, ENSG00000091831","MONDO_0004992, EFO_0008528, MONDO_0011962, MONDO_0007915, MONDO_0008903, EFO_1001951, MONDO_0000088, MONDO_0008315, EFO_0000432, EFO_0003859, EFO_0002618, EFO_0000616, EFO_1000919, EFO_0000313, EFO_0003869, MONDO_0007254, EFO_0009708, EFO_0000305, MONDO_0018919, EFO_0000553, EFO_0001361, Orphanet_145, EFO_0005952, EFO_0006318, EFO_0000588, MONDO_0008170, EFO_0000574, EFO_0000181, EFO_1001512, EFO_0000702, EFO_1001331, EFO_0003060, EFO_0000673",DB00947,,
421,CHEMBL930,CHEMBL1293237,8.55,8.55,8.55,Small molecule,4.0,True,CHEMBL1614522,F,Homo sapiens,Bloom syndrome protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P54132,None,True,True,,,False,ENSG00000197299,False,False,True,True,False,,37,,,,"uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, gene2phenotype, clingen, uniprot_variants, cancer_gene_census",,"EFO_0008572, MONDO_0010679, MONDO_0009061, EFO_1001904, MONDO_0011382, EFO_1001892, MONDO_0007254, MONDO_0018241, EFO_0001378, EFO_0000616, MONDO_0005148, EFO_1001373, EFO_0001645, EFO_0000546, EFO_0003884, MONDO_0001673, EFO_0000555, MONDO_0011628, MONDO_0100096, EFO_0003100, EFO_0000384, EFO_0004142, EFO_0002517, EFO_0000400, HP_0000964, EFO_0003144, EFO_0000649, MONDO_0008315, MONDO_0004992, MONDO_0043544, EFO_0003917, EFO_0000574, EFO_1001898, EFO_1001996, EFO_0009130, EFO_0000495, HP_0100806",DB00130,,
422,CHEMBL551466,CHEMBL211,9.90,9.9,9.9,Small molecule,4.0,True,CHEMBL1291431,B,Homo sapiens,Muscarinic acetylcholine receptor M2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08172,GPCR,True,True,ANTAGONIST,CHEMBL245,False,ENSG00000181072,False,True,False,True,False,1.0,6,,,,chembl,ENSG00000133019,"EFO_0000341, EFO_0000464, EFO_0006505, MONDO_0004979, HP_0006536, EFO_0003768",,,
423,CHEMBL15870,CHEMBL4096,5.00,5.0,5.0,Small molecule,4.0,True,CHEMBL1613995,F,Homo sapiens,Cellular tumor antigen p53,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P04637,TF,True,True,INHIBITOR,CHEMBL2094253,False,ENSG00000141510,False,True,True,True,False,2.0,1,,,,"impc, chembl, cancer_gene_census","ENSG00000073756, ENSG00000095303",EFO_0005755,DB08951,,
424,CHEMBL1423,CHEMBL1293224,5.20,5.2,5.2,Small molecule,4.0,True,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,True,True,ANTAGONIST,"CHEMBL224, CHEMBL2096905",False,ENSG00000186868,False,False,True,True,False,6.0,6,,,,"impc, ot_genetics_portal","ENSG00000149295, ENSG00000151577, ENSG00000169676, ENSG00000069696, ENSG00000184845, ENSG00000102468","MONDO_0005090, EFO_0005230, MONDO_0002050, EFO_0005407, MONDO_0004976, EFO_0004895",DB01100,,
425,CHEMBL2105728,CHEMBL2815,8.10,8.1,8.1,Small molecule,3.0,False,CHEMBL3991807,B,Homo sapiens,Nerve growth factor receptor Trk-A,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P04629,Kinase,True,True,INHIBITOR,"CHEMBL2095189, CHEMBL1974",False,ENSG00000198400,False,True,True,True,False,3.0,9,,,,"impc, eva, orphanet, intogen, chembl, cancer_gene_census","ENSG00000113721, ENSG00000134853, ENSG00000122025","EFO_0005543, EFO_1000026, MONDO_0011719, EFO_0000616, EFO_0000222, EFO_0000222, EFO_0000503, MONDO_0011719, EFO_0000519",DB11832,,
426,CHEMBL376897,CHEMBL4261,5.00,5.0,5.0,Small molecule,4.0,True,CHEMBL1613803,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,True,True,ANTAGONIST,"CHEMBL245, CHEMBL216",False,ENSG00000100644,False,False,True,True,False,2.0,1,,,,cancer_gene_census,"ENSG00000168539, ENSG00000133019",EFO_0010282,DB11315,,
427,CHEMBL93,CHEMBL5658,6.22,6.22,6.22,Small molecule,4.0,True,CHEMBL4273596,B,Homo sapiens,Prostaglandin E synthase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O14684,Enzyme,True,True,INHIBITOR,CHEMBL215,False,ENSG00000148344,False,False,True,True,False,1.0,9,,,,ot_genetics_portal,ENSG00000012779,"EFO_0003768, MONDO_0008903, EFO_0000341, EFO_0000768, EFO_0000339, MONDO_0011382, MONDO_0004979, EFO_0003894, MP_0001845",DB00744,,
428,CHEMBL1790041,CHEMBL1293235,7.10,7.1,7.1,Small molecule,4.0,True,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,True,True,ANTAGONIST,CHEMBL1941,False,ENSG00000160789,False,False,True,True,False,1.0,25,,,,"impc, eva, ot_genetics_portal, cancer_gene_census",ENSG00000113749,"EFO_0009454, HP_0004398, EFO_0009454, MONDO_0015277, Orphanet_2314, EFO_0003948, HP_0012735, MONDO_0005301, EFO_0005592, HP_0004398, EFO_0009579, EFO_0000540, EFO_0005252, EFO_1000961, EFO_0004607, MONDO_0044917, MONDO_0004992, EFO_1001095, MONDO_0043839, MONDO_0007254, EFO_0000280, EFO_0000681, MONDO_0004658, EFO_0003948, EFO_0000764",DB00863,,
429,CHEMBL932,CHEMBL1293299,5.00,5.0,5.0,Small molecule,4.0,True,CHEMBL1614410,F,Homo sapiens,Histone-lysine N-methyltransferase MLL,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q03164,Epigenetic,True,True,INHIBITOR,"CHEMBL1997, CHEMBL2363066",False,ENSG00000118058,False,False,True,True,False,24.0,16,,,,"impc, cancer_gene_census","ENSG00000138735, ENSG00000065989, ENSG00000172572, ENSG00000139053, ENSG00000185527, ENSG00000186642, ENSG00000205268, ENSG00000115252, ENSG00000160191, ENSG00000133256, ENSG00000113448, ENSG00000184588, ENSG00000156973, ENSG00000132915, ENSG00000152270, ENSG00000095464, ENSG00000113231, ENSG00000112541, ENSG00000123360, ENSG00000105650, ENSG00000154678, ENSG00000073417, ENSG00000171408, ENSG00000112759","EFO_0001645, MONDO_0100096, EFO_0000685, EFO_1002000, MONDO_0008170, MONDO_0011382, EFO_0000764, EFO_0003777, EFO_0000712, EFO_0003913, EFO_0002615, EFO_1000965, EFO_0000537, HP_0004419, EFO_1001375, EFO_0002618",DB00975,,
430,CHEMBL77517,CHEMBL205,"7.82, 7.82, 7.82, 7.82, 7.82, 7.82, 7.82, 7.82, 7.82, 7.82, 7.82",7.82,7.82,Small molecule,2.0,False,CHEMBL907134,B,Homo sapiens,Carbonic anhydrase II,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00918,Enzyme,True,True,,,False,ENSG00000104267,False,True,False,True,False,,9,,,,chembl,,"EFO_0000365, EFO_0003869, MONDO_0001056, EFO_0000616, MONDO_0004992, EFO_0000681, EFO_1001951, EFO_0000389, EFO_0000565",DB06370,,
431,CHEMBL865,CHEMBL205,"7.37, 7.37, 7.37",7.37,7.37,Small molecule,4.0,True,CHEMBL3607055,B,Homo sapiens,Carbonic anhydrase II,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00918,Enzyme,True,True,INHIBITOR,CHEMBL230,False,ENSG00000104267,False,True,False,True,False,1.0,6,,,,chembl,ENSG00000073756,"MONDO_0002258, MONDO_0005178, EFO_0004616, EFO_0003843, EFO_0000278, EFO_0005755",DB00580,P00918,
432,CHEMBL865,CHEMBL205,"7.37, 7.37, 7.37",7.37,7.37,Small molecule,4.0,True,CHEMBL3607055,B,Homo sapiens,Carbonic anhydrase II,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00918,Enzyme,True,True,INHIBITOR,CHEMBL230,False,ENSG00000104267,False,True,False,True,False,1.0,6,,,,chembl,ENSG00000073756,"MONDO_0002258, MONDO_0005178, EFO_0004616, EFO_0003843, EFO_0000278, EFO_0005755",DB00580,P00918,Unknown
433,CHEMBL1230609,CHEMBL5568,7.80,7.8,7.8,Small molecule,2.0,False,CHEMBL4266245,B,Homo sapiens,Proto-oncogene tyrosine-protein kinase ROS,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08922,Kinase,True,True,INHIBITOR,"CHEMBL3717, CHEMBL2095227, CHEMBL4128, CHEMBL1974, CHEMBL2095189, CHEMBL1936",False,ENSG00000047936,False,True,True,True,False,9.0,7,,,,"intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census","ENSG00000120156, ENSG00000122025, ENSG00000105976, ENSG00000157404, ENSG00000113721, ENSG00000134853, ENSG00000102755, ENSG00000037280, ENSG00000128052","MONDO_0007254, EFO_0000182, EFO_0005950, MONDO_0008903, EFO_0000616, EFO_0000681, MONDO_0004992",DB12307,,
434,CHEMBL1233528,CHEMBL1163125,"5.97, 7.10",7.1,5.97,Small molecule,3.0,False,CHEMBL3782536,B,Homo sapiens,Bromodomain-containing protein 4,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O60885,Epigenetic,True,True,INHIBITOR,CHEMBL3024,False,ENSG00000141867,False,True,True,True,False,1.0,11,,,,"impc, intogen, chembl, cancer_gene_census",ENSG00000166851,"EFO_0003893, EFO_1001257, EFO_0003060, EFO_0002913, EFO_0000198, EFO_0000574, EFO_0000616, EFO_0000221, EFO_0000222, EFO_0000565, MONDO_0000430",DB12062,,
435,CHEMBL497939,CHEMBL2492,5.85,5.85,5.85,Small molecule,3.0,False,CHEMBL885367,B,Homo sapiens,Neuronal acetylcholine receptor protein alpha-7 subunit,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P36544,IC,True,True,PARTIAL AGONIST,CHEMBL1907589,False,ENSG00000175344,False,True,False,True,False,2.0,2,,,,chembl,"ENSG00000160716, ENSG00000101204","EFO_0004319, EFO_0003768",DB09028,P36544,Unknown
436,CHEMBL157101,CHEMBL2722,"7.09, 7.17",7.17,7.09,Small molecule,4.0,True,CHEMBL881288,B,Homo sapiens,Cytochrome P450 11B2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P19099,None,True,True,INHIBITOR,CHEMBL1780,False,ENSG00000179142,False,True,True,True,False,0.0,39,,,,"uniprot_literature, impc, eva, chembl, uniprot_variants",,"EFO_0009516, MONDO_0005148, MONDO_0005301, EFO_0000540, EFO_0003047, EFO_0007510, MONDO_0001134, EFO_0004234, EFO_1001494, EFO_0000574, EFO_0005952, MONDO_0008315, EFO_1000764, MONDO_0002406, MONDO_0004975, EFO_0000341, EFO_0000756, EFO_1000948, EFO_0000519, EFO_0001663, EFO_0003932, EFO_0007174, EFO_0003882, MONDO_0007254, EFO_0000621, MONDO_0002146, EFO_0000616, MONDO_0004979, EFO_0007512, EFO_0007543, MONDO_0004992, EFO_0003917, EFO_0000095, EFO_0003894, EFO_0000673, EFO_0002614, EFO_0005539, MONDO_0100130, EFO_0006911",DB01026,,
437,CHEMBL491,CHEMBL1871,6.70,6.7,6.7,Small molecule,2.0,False,CHEMBL914604,B,Homo sapiens,Androgen Receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10275,NR,True,True,,,False,ENSG00000169083,False,True,True,True,True,,1,,,,"impc, eva, intogen, ot_genetics_portal, chemicalProbes, chembl, eva_somatic, cancer_gene_census",,MONDO_0008315,,,
438,CHEMBL964,CHEMBL1293255,5.55,5.55,5.55,Small molecule,4.0,True,CHEMBL1614038,F,Homo sapiens,15-hydroxyprostaglandin dehydrogenase [NAD+],,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P15428,Enzyme,True,True,INHIBITOR,CHEMBL1935,False,ENSG00000164120,False,False,True,True,False,1.0,21,,,,ot_genetics_portal,ENSG00000111275,"EFO_0001378, EFO_0002610, EFO_0000519, EFO_0005611, EFO_0001067, EFO_0001073, EFO_0002617, MONDO_0004992, EFO_0003060, EFO_0004701, EFO_0002618, EFO_0000756, MONDO_0008315, HP_0012378, EFO_0000691, EFO_0000764, MONDO_0021698, MONDO_0007254, MONDO_0007079, MONDO_0100096, EFO_0000514",DB00822,,
439,CHEMBL673,CHEMBL1293235,5.05,5.05,5.05,Small molecule,4.0,True,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,True,True,INHIBITOR,CHEMBL2095205,False,ENSG00000160789,False,False,True,True,False,2.0,1,,,,impc,"ENSG00000189221, ENSG00000069535",EFO_0000537,DB01626,,
440,CHEMBL85,CHEMBL219,8.00,8.0,8.0,Small molecule,4.0,True,CHEMBL895617,B,Homo sapiens,Dopamine D4 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P21917,GPCR,True,True,ANTAGONIST,"CHEMBL217, CHEMBL224, CHEMBL225",False,ENSG00000069696,False,True,False,True,False,3.0,32,,,,chembl,"ENSG00000102468, ENSG00000147246, ENSG00000149295","EFO_0004895, EFO_0003852, MONDO_0002050, EFO_0003758, EFO_0002610, EFO_0003757, EFO_0003015, HP_0001249, MONDO_0002009, EFO_0009963, HP_0010865, EFO_0003761, EFO_0003756, MONDO_0004985, EFO_0004701, EFO_0005411, EFO_0005230, EFO_0004718, EFO_0001358, MONDO_0007739, MONDO_0005090, Orphanet_79292, EFO_0004242, MONDO_0004975, EFO_0005407, EFO_1000904, EFO_0003890, EFO_0004216, MONDO_0001087, EFO_0010642, MONDO_0010726, EFO_0005611",DB00734,,
