accession,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,targetID,isMoA,linkedTargets,id,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget,proteinClass,isActive
Q8N568,CHEMBL1789941,1153572,CHEMBL1908511,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101221,Serine/threonine-protein kinase DCLK2,CHEMBL5519,Homo sapiens,760.0,nM,=,6.12,ENSG00000170390,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,Q8N568,[ot_genetics_portal],false,false,Kinase,false
Q9UBF8,CHEMBL1789941,1153572,CHEMBL1908577,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11941,PI4-kinase beta subunit,CHEMBL3268,Homo sapiens,3400.0,nM,=,5.47,ENSG00000143393,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,Q9UBF8,[ot_genetics_portal],false,false,Kinase,false
P29597,CHEMBL1795071,1158402,CHEMBL2155761,1,LITERATURE,J Med Chem,2.2591402E7,10.1021/jm300438j,12694,Tyrosine-protein kinase TYK2,CHEMBL3553,Homo sapiens,116.0,nM,=,6.94,ENSG00000105397,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1795071,CHEMBL1795071,P29597,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
O14733,CHEMBL180022,299120,CHEMBL1908419,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12919,Dual specificity mitogen-activated protein kinase kinase 7,CHEMBL3530,Homo sapiens,530.0,nM,=,6.28,ENSG00000076984,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,O14733,[intogen],false,false,Kinase,false
P06213,CHEMBL180022,299120,CHEMBL1908481,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,35,Insulin receptor,CHEMBL1981,Homo sapiens,3000.0,nM,=,5.52,ENSG00000171105,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,P06213,"[impc, chembl]",false,true,Kinase,false
P06239,CHEMBL180022,299120,CHEMBL1908710,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10140,Tyrosine-protein kinase LCK,CHEMBL258,Homo sapiens,120.0,nM,=,6.92,ENSG00000182866,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,P06239,"[impc, chembl, cancer_gene_census]",false,true,Kinase,false
P41240,CHEMBL180022,299120,CHEMBL1908645,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10844,Tyrosine-protein kinase CSK,CHEMBL2634,Homo sapiens,550.0,nM,=,6.26,ENSG00000103653,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,P41240,[ot_genetics_portal],false,false,Kinase,false
Q8NE63,CHEMBL180022,299120,CHEMBL1908417,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103106,Homeodomain-interacting protein kinase 4,CHEMBL1075167,Homo sapiens,1500.0,nM,=,5.82,ENSG00000160396,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,Q8NE63,[impc],false,false,Kinase,false
P42345,CHEMBL1801204,1162276,CHEMBL4308964,1,LITERATURE,J Med Chem,2.921148E7,10.1021/acs.jmedchem.7b01019,119716,mTORC2,CHEMBL4523999,Homo sapiens,2.8,nM,=,8.55,ENSG00000198793,true,"{[ENSG00000198793], 1}",CHEMBL1801204,CHEMBL1801204,P42345,"[impc, eva, intogen, chemicalProbes, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P42345,CHEMBL1801204,1162276,CHEMBL2338832,1,LITERATURE,Bioorg Med Chem Lett,2.3375793E7,10.1016/j.bmcl.2013.01.019,11400,Serine/threonine-protein kinase mTOR,CHEMBL2842,Homo sapiens,0.13,nM,=,9.89,ENSG00000198793,true,"{[ENSG00000198793], 1}",CHEMBL1801204,CHEMBL1801204,P42345,"[impc, eva, intogen, chemicalProbes, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
Q9UKV0,CHEMBL1801250,1162323,CHEMBL1804309,1,LITERATURE,J Med Chem,2.1080647E7,10.1021/jm101177s,104681,Histone deacetylase,CHEMBL2093865,Homo sapiens,4.8,nM,=,8.32,ENSG00000048052,false,,CHEMBL1801250,CHEMBL1801250,Q9UKV0,"[ot_genetics_portal, chembl]",false,true,Epigenetic,true
P43490,CHEMBL181,364859,CHEMBL3130657,1,LITERATURE,J Med Chem,2.4405419E7,10.1021/jm4015108,104106,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,Homo sapiens,230000.0,nM,=,3.64,ENSG00000105835,false,"{[ENSG00000187486, ENSG00000121361], 2}",CHEMBL181,CHEMBL181,P43490,[impc],false,false,Enzyme,false
P08581,CHEMBL1822792,1172876,CHEMBL3767620,1,LITERATURE,Eur J Med Chem,2.6717201E7,10.1016/j.ejmech.2015.12.016,11451,Hepatocyte growth factor receptor,CHEMBL3717,Homo sapiens,0.4,nM,=,9.4,ENSG00000105976,true,"{[ENSG00000105976], 1}",CHEMBL1822792,CHEMBL1822792,P08581,"[uniprot_literature, impc, eva, orphanet, intogen, gene2phenotype, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
P07949,CHEMBL1873475,1214046,CHEMBL4189696,1,LITERATURE,J Med Chem,2.9715023E7,10.1021/acs.jmedchem.8b00441,100079,Tyrosine-protein kinase receptor RET,CHEMBL2041,Homo sapiens,5.2,nM,=,8.28,ENSG00000165731,false,"{[ENSG00000010671], 1}",CHEMBL1873475,CHEMBL1873475,P07949,"[uniprot_literature, impc, eva, orphanet, intogen, gene2phenotype, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
P42345,CHEMBL1879463,1220034,CHEMBL3616334,1,LITERATURE,Bioorg Med Chem,2.6321603E7,10.1016/j.bmc.2015.08.013,118692,mTORC1,CHEMBL4296661,Homo sapiens,44.0,nM,=,7.36,ENSG00000198793,true,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461, ENSG00000198793], 9}",CHEMBL1879463,CHEMBL1879463,P42345,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P42345,CHEMBL1879463,1220034,CHEMBL4366252,1,LITERATURE,Eur J Med Chem,3.122881E7,10.1016/j.ejmech.2019.06.021,11400,Serine/threonine-protein kinase mTOR,CHEMBL2842,Homo sapiens,1.43,nM,=,8.85,ENSG00000198793,true,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461, ENSG00000198793], 9}",CHEMBL1879463,CHEMBL1879463,P42345,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P52333,CHEMBL1879463,1220034,CHEMBL2422670,1,LITERATURE,J Med Chem,2.3937569E7,10.1021/jm400798j,10849,Tyrosine-protein kinase JAK3,CHEMBL2148,Homo sapiens,1000.0,nM,=,6.0,ENSG00000105639,false,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461, ENSG00000198793], 9}",CHEMBL1879463,CHEMBL1879463,P52333,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P52333,CHEMBL189963,319858,CHEMBL2422670,1,LITERATURE,J Med Chem,2.3937569E7,10.1021/jm400798j,10849,Tyrosine-protein kinase JAK3,CHEMBL2148,Homo sapiens,63.1,nM,=,7.2,ENSG00000105639,false,"{[ENSG00000110092, ENSG00000105810, ENSG00000135446], 3}",CHEMBL189963,CHEMBL189963,P52333,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P05186,CHEMBL190,381693,CHEMBL1014656,1,LITERATURE,Bioorg Med Chem Lett,1.9038545E7,10.1016/j.bmcl.2008.10.107,101624,"Alkaline phosphatase, tissue-nonspecific isozyme",CHEMBL5979,Homo sapiens,82000.0,nM,=,4.09,ENSG00000162551,false,"{[ENSG00000163485, ENSG00000170425, ENSG00000282608, ENSG00000128271, ENSG00000172572, ENSG00000152270, ENSG00000065989, ENSG00000113448, ENSG00000184588, ENSG00000105650], 10}",CHEMBL190,CHEMBL190,P05186,"[impc, ot_genetics_portal]",false,false,Enzyme,false
P29274,CHEMBL190,381693,CHEMBL642326,1,LITERATURE,J Med Chem,3172141.0,10.1021/jm00118a032,104729,Adenosine A2 receptor,CHEMBL2094257,Homo sapiens,13800.0,nM,=,4.86,ENSG00000128271,true,"{[ENSG00000163485, ENSG00000170425, ENSG00000282608, ENSG00000128271, ENSG00000172572, ENSG00000152270, ENSG00000065989, ENSG00000113448, ENSG00000184588, ENSG00000105650], 10}",CHEMBL190,CHEMBL190,P29274,"[impc, chembl]",false,true,GPCR,false
P29274,CHEMBL190,381693,CHEMBL839651,1,LITERATURE,Bioorg Med Chem Lett,1.5664822E7,10.1016/j.bmcl.2004.11.044,252,Adenosine A2a receptor,CHEMBL251,Homo sapiens,0.6,nM,=,9.22,ENSG00000128271,true,"{[ENSG00000163485, ENSG00000170425, ENSG00000282608, ENSG00000128271, ENSG00000172572, ENSG00000152270, ENSG00000065989, ENSG00000113448, ENSG00000184588, ENSG00000105650], 10}",CHEMBL190,CHEMBL190,P29274,"[impc, chembl]",false,true,GPCR,true
P08908,CHEMBL190461,318390,CHEMBL4687644,1,LITERATURE,J Med Chem,3.2804502E7,10.1021/acs.jmedchem.0c00724,51,Serotonin 1a (5-HT1a) receptor,CHEMBL214,Homo sapiens,8000.0,nM,=,5.1,ENSG00000178394,false,"{[ENSG00000118432], 1}",CHEMBL190461,CHEMBL190461,P08908,"[uniprot_literature, impc, chembl]",false,true,GPCR,false
P21554,CHEMBL190461,318390,CHEMBL4424969,1,LITERATURE,J Nat Prod,3.0816712E7,10.1021/acs.jnatprod.8b00874,87,Cannabinoid CB1 receptor,CHEMBL218,Homo sapiens,1459.0,nM,=,5.84,ENSG00000118432,true,"{[ENSG00000118432], 1}",CHEMBL190461,CHEMBL190461,P21554,"[impc, chembl]",false,true,GPCR,false
P21728,CHEMBL190461,318390,CHEMBL4687694,1,LITERATURE,J Med Chem,3.2804502E7,10.1021/acs.jmedchem.0c00724,88,Dopamine D1 receptor,CHEMBL2056,Homo sapiens,2700.0,nM,=,5.57,ENSG00000184845,false,"{[ENSG00000118432], 1}",CHEMBL190461,CHEMBL190461,P21728,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,false
P11309,CHEMBL1908391,1248752,CHEMBL1908575,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10839,Serine/threonine-protein kinase PIM1,CHEMBL2147,Homo sapiens,1300.0,nM,=,5.89,ENSG00000137193,false,"{[ENSG00000157404, ENSG00000113721, ENSG00000134853, ENSG00000068078], 4}",CHEMBL1908391,CHEMBL1908391,P11309,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
Q04771,CHEMBL1908397,1248758,CHEMBL1908516,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101598,Activin receptor type-1,CHEMBL5903,Homo sapiens,140.0,nM,=,6.85,ENSG00000115170,false,"{[ENSG00000087586, ENSG00000097007, ENSG00000178999, ENSG00000122025], 4}",CHEMBL1908397,CHEMBL1908397,Q04771,[cancer_gene_census],false,false,Kinase,false
P27815,CHEMBL192,410802,CHEMBL765687,1,LITERATURE,J Med Chem,1.4521415E7,10.1021/jm0300577,104679,Phosphodiesterase 4,CHEMBL2093863,Homo sapiens,7800.0,nM,=,5.11,ENSG00000065989,false,"{[ENSG00000138735], 1}",CHEMBL192,CHEMBL192,P27815,"[ot_genetics_portal, chembl]",false,true,Enzyme,false
P27815,CHEMBL192,410802,CHEMBL3405815,1,LITERATURE,Bioorg Med Chem,2.5801159E7,10.1016/j.bmc.2015.03.005,276,Phosphodiesterase 4A,CHEMBL254,Homo sapiens,5000.0,nM,=,5.3,ENSG00000065989,false,"{[ENSG00000138735], 1}",CHEMBL192,CHEMBL192,P27815,"[ot_genetics_portal, chembl]",false,true,Enzyme,true
P29274,CHEMBL192,410802,CHEMBL1909214,15,DRUGMATRIX,,,,252,Adenosine A2a receptor,CHEMBL251,Homo sapiens,142.0,nM,=,6.85,ENSG00000128271,false,"{[ENSG00000138735], 1}",CHEMBL192,CHEMBL192,P29274,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,true
Q14432,CHEMBL192,410802,CHEMBL3405814,1,LITERATURE,Bioorg Med Chem,2.5801159E7,10.1016/j.bmc.2015.03.005,170,Phosphodiesterase 3A,CHEMBL241,Homo sapiens,26000.0,nM,=,4.58,ENSG00000172572,false,"{[ENSG00000138735], 1}",CHEMBL192,CHEMBL192,Q14432,"[impc, ot_genetics_portal, chembl]",false,true,Enzyme,false
Q9HCR9,CHEMBL192,410802,CHEMBL876977,1,LITERATURE,Bioorg Med Chem Lett,1.5837326E7,10.1016/j.bmcl.2005.02.083,12448,Phosphodiesterase 11A,CHEMBL2717,Homo sapiens,2300.0,nM,=,5.64,ENSG00000128655,false,"{[ENSG00000138735], 1}",CHEMBL192,CHEMBL192,Q9HCR9,[impc],false,false,Enzyme,true
P22303,CHEMBL19224,21716,CHEMBL866863,1,LITERATURE,Bioorg Med Chem Lett,1.6483771E7,10.1016/j.bmcl.2006.01.067,93,Acetylcholinesterase,CHEMBL220,Homo sapiens,24330.0,nM,=,4.61,ENSG00000087085,false,,CHEMBL19224,CHEMBL19224,P22303,"[impc, chembl]",false,true,Enzyme,false
Q07343,CHEMBL19224,21716,CHEMBL762675,1,LITERATURE,J Med Chem,2985781.0,10.1021/jm50001a001,104738,Phosphodiesterase; PDE3 & PDE4,CHEMBL2095153,Homo sapiens,6600.0,nM,=,5.18,ENSG00000184588,false,,CHEMBL19224,CHEMBL19224,Q07343,"[ot_genetics_portal, chembl]",false,true,Enzyme,false
P08913,CHEMBL19236,21698,CHEMBL647962,1,LITERATURE,J Med Chem,8632424.0,10.1021/jm960012o,52,Alpha-2a adrenergic receptor,CHEMBL1867,Homo sapiens,150.0,nM,=,6.82,ENSG00000150594,false,"{[ENSG00000010322], 1}",CHEMBL19236,CHEMBL19236,P08913,"[impc, chembl]",false,true,GPCR,true
P08913,CHEMBL19236,21698,CHEMBL3411419,1,LITERATURE,J Med Chem,2.5521963E7,10.1021/jm501456p,104743,Adrenergic receptor alpha-2,CHEMBL2095158,Homo sapiens,75.0,nM,=,7.12,ENSG00000150594,false,"{[ENSG00000010322], 1}",CHEMBL19236,CHEMBL19236,P08913,"[impc, chembl]",false,true,GPCR,true
P28335,CHEMBL193,419596,CHEMBL1909105,15,DRUGMATRIX,,,,108,Serotonin 2c (5-HT2c) receptor,CHEMBL225,Homo sapiens,9572.0,nM,=,5.02,ENSG00000147246,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL193,CHEMBL193,P28335,"[impc, chembl]",false,true,GPCR,false
P35916,CHEMBL1946170,1277553,CHEMBL5151924,1,LITERATURE,J Med Chem,3.44023E7,10.1021/acs.jmedchem.0c02167,11752,Vascular endothelial growth factor receptor 3,CHEMBL1955,Homo sapiens,46.0,nM,=,7.34,ENSG00000037280,true,"{[ENSG00000142627, ENSG00000120156, ENSG00000185386, ENSG00000132155, ENSG00000111816, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000077782, ENSG00000162733, ENSG00000198400, ENSG00000157764, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000097007, ENSG00000165731, ENSG00000066468], 18}",CHEMBL1946170,CHEMBL1946170,P35916,"[impc, intogen, ot_genetics_portal, chembl, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
Q13882,CHEMBL1983268,1304559,CHEMBL3807417,1,LITERATURE,J Med Chem,2.7003761E7,10.1021/acs.jmedchem.6b00064,30026,Tyrosine-protein kinase BRK,CHEMBL4601,Homo sapiens,195.0,nM,=,6.71,ENSG00000101213,false,"{[ENSG00000047936, ENSG00000171094, ENSG00000198400, ENSG00000148053, ENSG00000140538], 5}",CHEMBL1983268,CHEMBL1983268,Q13882,"[intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P03372,CHEMBL198877,328126,CHEMBL5110681,1,LITERATURE,Eur J Med Chem,3.5964426E7,10.1016/j.ejmech.2022.114658,19,Estrogen receptor alpha,CHEMBL206,Homo sapiens,5876.0,nM,=,5.23,ENSG00000091831,false,"{[ENSG00000140009], 1}",CHEMBL198877,CHEMBL198877,P03372,"[impc, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,NR,false
P35368,CHEMBL2,97,CHEMBL2395712,1,LITERATURE,Eur J Med Chem,2.3466604E7,10.1016/j.ejmech.2013.01.044,104723,Adrenergic receptor alpha-1,CHEMBL2094251,Homo sapiens,0.054,nM,=,10.27,ENSG00000170214,true,"{[ENSG00000120907, ENSG00000171873, ENSG00000170214], 3}",CHEMBL2,CHEMBL2,P35368,"[impc, chembl]",false,true,GPCR,true
P35368,CHEMBL2,97,CHEMBL646346,1,LITERATURE,J Med Chem,2884316.0,10.1021/jm00389a007,104787,Adrenergic receptor alpha,CHEMBL2095203,Homo sapiens,10.0,nM,=,8.0,ENSG00000170214,true,"{[ENSG00000120907, ENSG00000171873, ENSG00000170214], 3}",CHEMBL2,CHEMBL2,P35368,"[impc, chembl]",false,true,GPCR,true
P35368,CHEMBL2,97,CHEMBL649159,1,LITERATURE,J Med Chem,9548811.0,10.1021/jm980053f,128,Alpha-1b adrenergic receptor,CHEMBL232,Homo sapiens,0.21,nM,=,9.68,ENSG00000170214,true,"{[ENSG00000120907, ENSG00000171873, ENSG00000170214], 3}",CHEMBL2,CHEMBL2,P35368,"[impc, chembl]",false,true,GPCR,true
P48736,CHEMBL2017974,1335704,CHEMBL4019281,1,LITERATURE,J Med Chem,2.8829592E7,10.1021/acs.jmedchem.7b00930,11939,PI3-kinase p110-gamma subunit,CHEMBL3267,Homo sapiens,130.0,nM,=,6.89,ENSG00000105851,true,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461], 8}",CHEMBL2017974,CHEMBL2017974,P48736,"[impc, chembl, eva_somatic]",false,true,Kinase,false
O75469,CHEMBL2028663,1340894,CHEMBL5156503,1,LITERATURE,J Med Chem,3.4958586E7,10.1021/acs.jmedchem.1c01354,11912,Pregnane X receptor,CHEMBL3401,Homo sapiens,87.0,nM,=,7.06,ENSG00000144852,false,"{[ENSG00000157764], 1}",CHEMBL2028663,CHEMBL2028663,O75469,[impc],false,false,NR,true
P31639,CHEMBL2028665,1340896,CHEMBL5129917,1,LITERATURE,J Med Chem,3.5924548E7,10.1021/acs.jmedchem.2c00867,20092,Sodium/glucose cotransporter 2,CHEMBL3884,Homo sapiens,2530.0,nM,=,5.6,ENSG00000140675,true,"{[ENSG00000140675], 1}",CHEMBL2028665,CHEMBL2028665,P31639,"[impc, chembl]",false,true,Transporter,false
P30411,CHEMBL2028850,1341082,CHEMBL866298,1,LITERATURE,Bioorg Med Chem Lett,1.6504505E7,10.1016/j.bmcl.2006.01.125,10034,Bradykinin B2 receptor,CHEMBL3157,Homo sapiens,0.02512,nM,=,10.6,ENSG00000168398,true,"{[ENSG00000168398], 1}",CHEMBL2028850,CHEMBL2028850,P30411,"[ot_genetics_portal, chembl]",false,true,GPCR,true
P23458,CHEMBL2035187,1344709,CHEMBL5150839,1,LITERATURE,J Med Chem,3.3719439E7,10.1021/acs.jmedchem.0c01851,10919,Tyrosine-protein kinase JAK1,CHEMBL2835,Homo sapiens,1280.0,nM,=,5.89,ENSG00000162434,false,"{[ENSG00000122025, ENSG00000096968], 2}",CHEMBL2035187,CHEMBL2035187,P23458,"[impc, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P52333,CHEMBL2035187,1344709,CHEMBL5150840,1,LITERATURE,J Med Chem,3.3719439E7,10.1021/acs.jmedchem.0c01851,10849,Tyrosine-protein kinase JAK3,CHEMBL2148,Homo sapiens,520.0,nM,=,6.28,ENSG00000105639,false,"{[ENSG00000122025, ENSG00000096968], 2}",CHEMBL2035187,CHEMBL2035187,P52333,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P05362,CHEMBL2048028,1351456,CHEMBL2051019,1,LITERATURE,ACS Med Chem Lett,2.4900456E7,10.1021/ml2002482,11088,Intercellular adhesion molecule-1,CHEMBL3070,Homo sapiens,2.98,nM,=,8.53,ENSG00000090339,false,"{[ENSG00000005844, ENSG00000160255], 2}",CHEMBL2048028,CHEMBL2048028,P05362,[impc],false,false,None,true
P05362,CHEMBL2048028,1351456,CHEMBL2051012,1,LITERATURE,ACS Med Chem Lett,2.4900456E7,10.1021/ml2002482,104816,"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2",CHEMBL2096661,Homo sapiens,9.0,nM,=,8.05,ENSG00000090339,false,"{[ENSG00000005844, ENSG00000160255], 2}",CHEMBL2048028,CHEMBL2048028,P05362,[impc],false,false,None,true
P00519,CHEMBL206834,341327,CHEMBL892514,1,LITERATURE,Bioorg Med Chem Lett,1.737668E7,10.1016/j.bmcl.2007.03.002,8,Tyrosine-protein kinase ABL,CHEMBL1862,Homo sapiens,26.0,nM,=,7.58,ENSG00000097007,true,"{[ENSG00000097007, ENSG00000254087], 2}",CHEMBL206834,CHEMBL206834,P00519,"[chemicalProbes, chembl, cancer_gene_census]",false,true,Kinase,false
Q9NYV4,CHEMBL2103840,1376110,CHEMBL5109320,1,LITERATURE,Eur J Med Chem,3.5868123E7,10.1016/j.ejmech.2022.114603,109747,Cyclin-dependent kinase 12,CHEMBL3559692,Homo sapiens,50.0,nM,=,7.3,ENSG00000167258,false,"{[ENSG00000164885, ENSG00000170312, ENSG00000136807, ENSG00000123374], 4}",CHEMBL2103840,CHEMBL2103840,Q9NYV4,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P08253,CHEMBL2103847,1376117,CHEMBL4407171,1,LITERATURE,J Med Chem,3.1251594E7,10.1021/acs.jmedchem.9b00757,13001,Matrix metalloproteinase-2,CHEMBL333,Homo sapiens,190.0,nM,=,6.72,ENSG00000087245,false,"{[ENSG00000166825, ENSG00000141279, ENSG00000176393, ENSG00000164024, ENSG00000113441, ENSG00000123992, ENSG00000138792, ENSG00000108039, ENSG00000002549, ENSG00000111142, ENSG00000122121, ENSG00000164308, ENSG00000164307, ENSG00000172901, ENSG00000148120, ENSG00000172878, ENSG00000215440, ENSG00000142327, ENSG00000196236], 19}",CHEMBL2103847,CHEMBL2103847,P08253,"[impc, ot_genetics_portal, chembl]",false,true,Enzyme,true
P16234,CHEMBL2103851,1376121,CHEMBL3882684,38,PATENT,,,,12627,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,2100.0,nM,=,5.68,ENSG00000134853,true,"{[ENSG00000105976, ENSG00000134853, ENSG00000157404, ENSG00000122025], 4}",CHEMBL2103851,CHEMBL2103851,P16234,"[uniprot_literature, impc, eva, intogen, chemicalProbes, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P07900,CHEMBL2103879,1376149,CHEMBL2424068,1,LITERATURE,J Med Chem,2.3965125E7,10.1021/jm400619b,11213,Heat shock protein HSP 90-alpha,CHEMBL3880,Homo sapiens,5.0,nM,=,8.3,ENSG00000080824,true,"{[ENSG00000080824, ENSG00000096384], 2}",CHEMBL2103879,CHEMBL2103879,P07900,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,None,true
P41597,CHEMBL2105686,1377956,CHEMBL860548,1,LITERATURE,J Med Chem,1.6539392E7,10.1021/jm0509703,11575,C-C chemokine receptor type 2,CHEMBL4015,Homo sapiens,5.9,nM,=,8.23,ENSG00000121807,false,,CHEMBL2105686,CHEMBL2105686,P41597,"[eva, chembl]",false,true,GPCR,true
P00533,CHEMBL2105712,1377982,CHEMBL5210625,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210307,9,Epidermal growth factor receptor erbB1,CHEMBL203,Homo sapiens,0.3,nM,=,9.52,ENSG00000146648,true,"{[ENSG00000178568, ENSG00000146648, ENSG00000141736], 3}",CHEMBL2105712,CHEMBL2105712,P00533,"[uniprot_literature, eva, intogen, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P04626,CHEMBL2105712,1377982,CHEMBL5210626,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210307,188,Receptor protein-tyrosine kinase erbB-2,CHEMBL1824,Homo sapiens,5.0,nM,=,8.3,ENSG00000141736,true,"{[ENSG00000178568, ENSG00000146648, ENSG00000141736], 3}",CHEMBL2105712,CHEMBL2105712,P04626,"[intogen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
P06239,CHEMBL2105712,1377982,CHEMBL5214838,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5212743,10140,Tyrosine-protein kinase LCK,CHEMBL258,Homo sapiens,570.0,nM,=,6.24,ENSG00000182866,false,"{[ENSG00000178568, ENSG00000146648, ENSG00000141736], 3}",CHEMBL2105712,CHEMBL2105712,P06239,"[chembl, cancer_gene_census]",false,true,Kinase,false
P04626,CHEMBL2105719,1377989,CHEMBL2217242,1,LITERATURE,J Med Chem,2.2621397E7,10.1021/jm3003203,188,Receptor protein-tyrosine kinase erbB-2,CHEMBL1824,Homo sapiens,46.0,nM,=,7.34,ENSG00000141736,true,"{[ENSG00000178568, ENSG00000141736, ENSG00000146648], 3}",CHEMBL2105719,CHEMBL2105719,P04626,"[intogen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
Q9NSA0,CHEMBL2105720,1377990,CHEMBL4357103,1,LITERATURE,J Med Chem,3.1774679E7,10.1021/acs.jmedchem.9b01237,104618,Solute carrier family 22 member 11,CHEMBL2073677,Homo sapiens,2030.0,nM,=,5.69,ENSG00000168065,false,"{[ENSG00000197891], 1}",CHEMBL2105720,CHEMBL2105720,Q9NSA0,"[ot_genetics_portal, chembl]",false,true,Transporter,false
Q99835,CHEMBL2105737,1378007,CHEMBL2162705,1,LITERATURE,Bioorg Med Chem,2.3063522E7,10.1016/j.bmc.2012.09.030,101400,Smoothened homolog,CHEMBL5971,Homo sapiens,6.0,nM,=,8.22,ENSG00000128602,true,"{[ENSG00000128602], 1}",CHEMBL2105737,CHEMBL2105737,Q99835,"[intogen, chembl, eva_somatic, cancer_gene_census]",false,true,GPCR,true
Q14524,CHEMBL2107383,1379653,CHEMBL3879991,38,PATENT,,,,11480,Sodium channel protein type V alpha subunit,CHEMBL1980,Homo sapiens,18600.0,nM,=,4.73,ENSG00000183873,true,"{[ENSG00000130037, ENSG00000162989, ENSG00000120457, ENSG00000055118, ENSG00000183873, ENSG00000171385], 6}",CHEMBL2107383,CHEMBL2107383,Q14524,"[impc, eva, orphanet, ot_genetics_portal, chembl]",false,true,IC,true
