drugId,target_chembl_id,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa_aggr,target_chembl_id_moa_aggr,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated,related_target_chembl_id,accession_related
CHEMBL19224,CHEMBL3577,5.45,5.45,5.45,Small molecule,4.0,true,CHEMBL1614458,F,Homo sapiens,Aldehyde dehydrogenase 1A1,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P00352,Enzyme,TRUE,TRUE,"","",false,ENSG00000165092,false,false,true,true,false,,7,,,,ot_genetics_portal,"","MONDO_0008315, EFO_0003060, EFO_0010282, EFO_0004234, EFO_0003060, EFO_1001463, EFO_0000284",CHEMBL3542434,P51649
CHEMBL500,CHEMBL214,7.65,7.65,7.65,Small molecule,4.0,true,CHEMBL899647,B,Homo sapiens,Serotonin 1a (5-HT1a) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08908,GPCR,TRUE,TRUE,PARTIAL AGONIST,"CHEMBL210, CHEMBL213",false,ENSG00000178394,false,true,true,true,false,2,3,,,,"impc, chembl","ENSG00000169252, ENSG00000043591","EFO_0000319, EFO_0003761, MONDO_0002009","CHEMBL2096904, CHEMBL4524122, CHEMBL4523958, CHEMBL2111460","P30939, P14416"
CHEMBL343633,CHEMBL1293237,8.55,8.55,8.55,Small molecule,-1.0,false,CHEMBL1614067,F,Homo sapiens,Bloom syndrome protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P54132,None,TRUE,TRUE,"","",false,ENSG00000197299,false,false,true,true,false,,1,,,,cancer_gene_census,"",EFO_0000319,"",""
CHEMBL457,CHEMBL3194,7.00,7.00,7.0,Small molecule,4.0,true,CHEMBL3602658,B,Homo sapiens,Transthyretin,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P02766,None,TRUE,TRUE,AGONIST,CHEMBL239,false,ENSG00000118271,false,true,true,true,false,1,13,,,,"impc, eva, orphanet, chembl, eva_somatic",ENSG00000186951,"MONDO_0005148, MONDO_0004975, EFO_0004319, EFO_0004211, MONDO_0004992, EFO_0003768, MONDO_0007079, EFO_0000764, EFO_0001645, HP_0002027, EFO_1001375, EFO_0004272, EFO_0000319","",""
CHEMBL467,CHEMBL3251,5.50,5.50,5.5,Small molecule,4.0,true,CHEMBL1613823,F,Homo sapiens,Nuclear factor NF-kappa-B p105 subunit,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P19838,TF,TRUE,TRUE,INHIBITOR,CHEMBL2095215,false,ENSG00000109320,false,false,true,true,false,3,40,,,,"impc, ot_genetics_portal","ENSG00000167325, ENSG00000048392, ENSG00000171848","EFO_0000313, MONDO_0008903, EFO_0000198, EFO_0002430, MONDO_0005301, EFO_0000616, EFO_0006859, EFO_1001465, EFO_1000642, EFO_0000519, HP_0001871, EFO_1000158, EFO_0000764, EFO_0004251, EFO_0005577, EFO_0000712, MONDO_0007576, EFO_1001797, EFO_0000707, EFO_0002429, MONDO_0016642, EFO_0003866, EFO_1001996, EFO_0000222, MONDO_0001056, EFO_0000479, EFO_0000220, EFO_0000574, EFO_0003817, EFO_0008525, EFO_0000756, Orphanet_848, EFO_0000339, EFO_0009907, MONDO_0011382, MONDO_0044903, EFO_0005570, MONDO_0005149, EFO_0000565, EFO_0000224",CHEMBL2094258,Q00653
CHEMBL58,CHEMBL4096,5.10,5.10,5.1,Small molecule,4.0,true,CHEMBL1613995,F,Homo sapiens,Cellular tumor antigen p53,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P04637,TF,TRUE,TRUE,INHIBITOR,"CHEMBL1806, CHEMBL2311221",false,ENSG00000141510,false,true,true,true,false,1,55,,,,"uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, gene2phenotype, gene_burden, clingen, chembl, eva_somatic, cancer_gene_census",ENSG00000131747,"EFO_0000403, EFO_0000211, MONDO_0015760, MONDO_0019472, EFO_0000565, EFO_0000182, MONDO_0005301, EFO_0004289, EFO_1001469, EFO_0002618, MONDO_0008170, EFO_0003843, EFO_0000220, EFO_0000403, EFO_0004289, MONDO_0018906, EFO_0001378, EFO_0000616, EFO_0004251, EFO_0000673, EFO_0003929, EFO_0000196, EFO_0000221, EFO_1001830, EFO_1001469, EFO_0005952, EFO_0008522, MONDO_0004992, EFO_0000224, EFO_0000339, EFO_0000095, MONDO_0008315, MONDO_0008315, EFO_1001968, EFO_0000222, EFO_0000178, MONDO_0007254, EFO_0006859, EFO_0000198, MONDO_0007254, EFO_1000286, EFO_0000326, EFO_0000574, MONDO_0019472, EFO_0000211, EFO_0000222, MONDO_0001023, MONDO_0005301, EFO_0001378, EFO_0000616, MONDO_0019460, MONDO_0000873, EFO_1001052, EFO_0000574, EFO_0001663","CHEMBL3885545, CHEMBL2221344, CHEMBL3885543, CHEMBL3885544, CHEMBL1907611, CHEMBL4879538, CHEMBL3883306, CHEMBL3301383",P04637
CHEMBL1171837,CHEMBL279,8.77,8.77,8.77,Small molecule,4.0,true,CHEMBL4276196,B,Homo sapiens,Vascular endothelial growth factor receptor 2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35968,Kinase,TRUE,TRUE,INHIBITOR,CHEMBL2096618,false,ENSG00000128052,false,true,true,true,false,2,19,,,,"uniprot_literature, intogen, ot_genetics_portal, chembl, uniprot_variants, eva_somatic, cancer_gene_census","ENSG00000097007, ENSG00000186716","EFO_0000222, EFO_0000571, EFO_0000198, EFO_0003841, MONDO_0015277, EFO_0000339, EFO_0000519, EFO_0000222, EFO_0000339, EFO_0000702, EFO_0000616, EFO_0000565, EFO_1000131, EFO_0000220, EFO_0003060, MONDO_0004992, EFO_1000131, MONDO_0011719, EFO_0000220","CHEMBL2111336, CHEMBL2095227, CHEMBL2111434, CHEMBL2111480, CHEMBL2111439, CHEMBL2111409, CHEMBL4630759, CHEMBL2111440, CHEMBL2111428, CHEMBL2111375","P35968, P17948, P09619, P10721, P12931, P35916"
CHEMBL185,CHEMBL1293224,5.25,5.25,5.25,Small molecule,4.0,true,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,TRUE,TRUE,INHIBITOR,"CHEMBL1952, CHEMBL2311222, CHEMBL2311221",false,ENSG00000186868,false,false,true,true,false,1,103,,,,"impc, ot_genetics_portal",ENSG00000176890,"EFO_0001075, EFO_0002618, EFO_1000720, EFO_1001471, MONDO_0003060, EFO_0000198, EFO_0007363, EFO_1001365, EFO_0002617, MONDO_0007576, EFO_0000228, EFO_0004252, EFO_0000313, EFO_0003060, EFO_1001901, EFO_0005952, MONDO_0021063, EFO_0004288, EFO_1000910, EFO_0005577, EFO_0000365, EFO_1001951, EFO_0003860, EFO_0008528, EFO_0002938, EFO_0000181, EFO_0000305, EFO_0005950, EFO_0003866, MONDO_0002358, EFO_0000182, EFO_0002517, MONDO_0002038, MONDO_0002974, EFO_0004284, EFO_0000294, MONDO_0000831, EFO_0003897, EFO_0000503, EFO_0003869, EFO_0000698, EFO_0003859, MONDO_0004992, EFO_0000616, EFO_1000292, MONDO_0004192, EFO_0010282, MONDO_0004986, MONDO_0002691, EFO_1001129, EFO_0000707, MONDO_0008170, EFO_1001949, MONDO_0002087, EFO_1001961, EFO_0009259, EFO_1000028, MONDO_0024475, MONDO_0001056, EFO_0000178, EFO_0009708, EFO_0002496, EFO_0003835, MONDO_0007254, MONDO_0003199, MONDO_0002367, EFO_0002428, EFO_0000326, MONDO_0044704, MONDO_0005575, EFO_0003100, EFO_0000574, EFO_0005221, EFO_1000251, MONDO_0011719, EFO_0000389, MONDO_0002516, MONDO_0001187, EFO_0000197, MONDO_0002120, EFO_0006859, MONDO_0021355, MONDO_0005835, MONDO_0005041, MONDO_0001879, EFO_0003817, MONDO_0044937, EFO_1000657, EFO_0000199, EFO_0001378, EFO_0008549, EFO_0002916, MONDO_0003059, EFO_0000756, EFO_1000984, EFO_0005570, EFO_1001100, EFO_0003891, EFO_0000681, EFO_0004193, EFO_0004142, EFO_0007416, EFO_0005922","CHEMBL4296123, CHEMBL4296122, CHEMBL4296124",P10636
CHEMBL902,CHEMBL1293235,5.25,5.25,5.25,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,ANTAGONIST,CHEMBL1941,false,ENSG00000160789,false,false,true,true,false,1,28,,,,"impc, ot_genetics_portal, cancer_gene_census",ENSG00000113749,"MONDO_0100096, MONDO_0011382, EFO_0009454, HP_0002239, EFO_1001951, MONDO_0004992, EFO_0000180, EFO_0000676, MONDO_0043839, EFO_0000764, EFO_0004607, HP_0100633, MONDO_0004658, EFO_0004232, EFO_0006890, EFO_0000641, MONDO_0005178, EFO_0000616, HP_0004398, HP_0100749, MONDO_0001056, EFO_0000756, MONDO_0017287, EFO_0004280, EFO_0000685, MONDO_0005090, EFO_0003060, EFO_0003948","",""
CHEMBL715,CHEMBL231,10.06,10.06,10.06,Small molecule,4.0,true,CHEMBL2154958,B,Homo sapiens,Histamine H1 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35367,GPCR,TRUE,TRUE,ANTAGONIST,"CHEMBL2331075, CHEMBL224, CHEMBL225",false,ENSG00000196639,false,true,true,true,false,5,42,,,,"impc, chembl","ENSG00000147246, ENSG00000102468, ENSG00000149295, ENSG00000151577, ENSG00000069696","HP_0000713, EFO_0004888, MONDO_0005090, MONDO_0002050, Orphanet_79292, EFO_0009963, EFO_0005088, HP_0012076, HP_0001249, MONDO_0002009, EFO_0004699, EFO_0010702, MONDO_0005351, MONDO_0004985, HP_0002039, EFO_0003761, MONDO_0007079, EFO_0009963, EFO_0005407, MONDO_0044881, HP_0002013, EFO_0003758, EFO_0004247, EFO_0005230, HP_0002018, HP_0001824, MONDO_0021148, EFO_0004566, EFO_0005411, EFO_0006911, MONDO_0005090, EFO_0000616, EFO_0009854, HP_0000713, EFO_0005203, EFO_1000904, EFO_0003852, EFO_0009267, HP_0002017, EFO_0003761, MONDO_0004976, MONDO_0007739","",""
CHEMBL1863513,CHEMBL2996,8.39,8.39,8.39,Small molecule,4.0,true,CHEMBL2433611,B,Homo sapiens,Protein kinase C delta,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q05655,Kinase,TRUE,TRUE,"","",false,ENSG00000163932,false,true,true,true,false,,12,,,,"impc, chembl","","EFO_0000701, EFO_0000707, MONDO_0002102, EFO_0000313, EFO_0007375, EFO_0009662, EFO_0007147, MONDO_0021582, EFO_0005584, EFO_1000720, EFO_0004193, EFO_0002496","CHEMBL2096620, CHEMBL2093867",O94806
CHEMBL1910856,CHEMBL216,9.94,9.94,9.94,Small molecule,2.0,false,CHEMBL1913680,B,Homo sapiens,Muscarinic acetylcholine receptor M1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P11229,GPCR,TRUE,TRUE,"","",false,ENSG00000168539,false,true,false,true,false,,1,,,,chembl,"",EFO_0000341,"CHEMBL2094109, CHEMBL2111417, CHEMBL2111418, CHEMBL2095219","P11229, P20309"
CHEMBL20,CHEMBL3510,"7.39, 7.32, 7.96, 7.39",7.96,7.39,Small molecule,4.0,true,CHEMBL1118591,B,Homo sapiens,Carbonic anhydrase XIV,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9ULX7,Enzyme,TRUE,TRUE,INHIBITOR,"CHEMBL205, CHEMBL3242, CHEMBL3729, CHEMBL261",false,ENSG00000118298,false,true,true,true,false,4,33,,,,"impc, chembl","ENSG00000167434, ENSG00000074410, ENSG00000133742, ENSG00000104267","MONDO_0005301, EFO_0002617, MONDO_0005147, EFO_0003086, Orphanet_37553, EFO_0003918, EFO_1000961, MONDO_0005041, EFO_1001065, HP_0012532, HP_0002104, EFO_0009373, MONDO_0005090, EFO_0005252, EFO_0008526, MONDO_0003005, EFO_1001132, EFO_0000182, EFO_0001361, EFO_1000782, MONDO_0005041, EFO_0007231, EFO_0003144, EFO_0000702, MONDO_0001744, EFO_0000712, HP_0001250, EFO_0000373, MONDO_0001744, HP_0001250, EFO_0000474, EFO_0009373, EFO_1001010",CHEMBL2095180,P00918
CHEMBL1444,CHEMBL1908,5.58,5.58,5.58,Small molecule,4.0,true,CHEMBL2321524,B,Homo sapiens,Cytochrome P450 11B1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P15538,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL1978,false,ENSG00000160882,false,true,true,true,false,1,48,,,,"uniprot_literature, impc, eva, orphanet, chembl, uniprot_variants",ENSG00000137869,"HP_0001510, EFO_0009708, EFO_0000279, MONDO_0011972, MONDO_0018555, EFO_0000305, EFO_1001346, MONDO_0008315, EFO_0008509, EFO_1001512, MONDO_0007254, MONDO_0002715, MONDO_0002775, MONDO_0008170, EFO_0001065, EFO_0000313, EFO_0005537, EFO_0001075, EFO_0003833, EFO_0003922, EFO_0003060, EFO_0000616, EFO_0003869, EFO_0000660, EFO_0003859, MONDO_0018479, EFO_0000432, EFO_0000588, EFO_1000251, EFO_0005952, EFO_0000545, EFO_1000984, EFO_0000731, EFO_0002950, MONDO_0011962, EFO_1001757, EFO_0000673, EFO_0000564, EFO_0004230, MONDO_0011705, HP_0005268, Orphanet_145, MONDO_0002158, EFO_0003968, EFO_0000553, EFO_0001416, MONDO_0002087, EFO_0003882","",""
CHEMBL51085,CHEMBL1914,5.34,5.34,5.34,Small molecule,3.0,false,CHEMBL3772143,B,Homo sapiens,Butyrylcholinesterase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P06276,Enzyme,TRUE,TRUE,"","",false,ENSG00000114200,false,true,false,true,false,,8,,,,chembl,"","MONDO_0004985, EFO_0004238, MONDO_0002050, EFO_0006862, MONDO_0005148, MONDO_0005147, EFO_0006951, MONDO_0100096",CHEMBL2095233,P06276
CHEMBL1173055,CHEMBL6154,"7.85, 6.05",7.85,6.05,Small molecule,4.0,true,CHEMBL3110587,B,Homo sapiens,Tankyrase-2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9H2K2,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL3390820,false,ENSG00000107854,false,true,false,true,false,3,24,,,,chembl,"ENSG00000143799, ENSG00000041880, ENSG00000129484","EFO_0003060, EFO_0002517, MONDO_0002087, MONDO_0002158, MONDO_0004992, MONDO_0008170, EFO_0000616, MONDO_0007254, MONDO_0008315, EFO_0000702, MONDO_0001056, MONDO_0008170, MONDO_0003060, EFO_0000616, EFO_0000616, Orphanet_145, MONDO_0002974, EFO_0002618, EFO_1000613, EFO_0000564, EFO_0000673, MONDO_0011962, EFO_0000588, EFO_0001075",CHEMBL3038515,Q9H2K2
CHEMBL157138,CHEMBL217,9.30,9.30,9.3,Small molecule,4.0,true,CHEMBL672313,B,Homo sapiens,Dopamine D2 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P14416,GPCR,TRUE,TRUE,"","",false,ENSG00000149295,false,true,true,true,false,,4,,,,"impc, chembl","","MONDO_0005180, MONDO_0005277, EFO_0002610, EFO_0004270","CHEMBL4296096, CHEMBL2095396, CHEMBL2111341, CHEMBL2331075, CHEMBL2096905, CHEMBL2111468, CHEMBL2111460, CHEMBL2095169, CHEMBL3038478",P14416
CHEMBL191083,CHEMBL2039,5.36,5.36,5.36,Small molecule,4.0,true,CHEMBL3404562,B,Homo sapiens,Monoamine oxidase B,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P27338,Enzyme,TRUE,TRUE,"","",false,ENSG00000069535,false,true,false,true,false,,16,,,,chembl,"","EFO_0001358, MONDO_0100096, EFO_0007444, EFO_0000694, EFO_0006834, HP_0000952, MONDO_0004975, EFO_0000546, EFO_1001216, HP_0100806, EFO_0001068, EFO_0007287, EFO_0003901, EFO_0003030, MONDO_0004985, EFO_0003103",CHEMBL2095205,P21397
CHEMBL1110,CHEMBL240,5.64,5.64,5.64,Small molecule,4.0,true,CHEMBL1274536,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,TRUE,TRUE,ANTAGONIST,CHEMBL1899,false,ENSG00000055118,false,false,true,true,false,1,3,,,,"impc, ot_genetics_portal",ENSG00000166736,"EFO_0010282, EFO_0000555, EFO_0000555","CHEMBL4106188, CHEMBL2362996","P51787, Q12809"
CHEMBL224060,CHEMBL1978,7.54,7.54,7.54,Small molecule,-1.0,false,CHEMBL3627341,B,Homo sapiens,Cytochrome P450 19A1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P11511,Enzyme,TRUE,TRUE,"","",false,ENSG00000137869,false,true,true,true,false,,1,,,,"impc, ot_genetics_portal, chembl","",EFO_0000616,"",""
CHEMBL1770,CHEMBL1293237,7.80,7.80,7.8,Small molecule,4.0,true,CHEMBL1614522,F,Homo sapiens,Bloom syndrome protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P54132,None,TRUE,TRUE,AGONIST,CHEMBL1884,false,ENSG00000197299,false,false,true,true,false,0,2,,,,cancer_gene_census,"","EFO_1001951, EFO_0004255","",""
CHEMBL567,CHEMBL3622,5.50,5.50,5.5,Small molecule,4.0,true,CHEMBL1613777,A,Homo sapiens,Cytochrome P450 2C19,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P33261,None,TRUE,TRUE,ANTAGONIST,CHEMBL217,false,ENSG00000165841,false,false,true,true,false,1,7,,,,ot_genetics_portal,ENSG00000149295,"HP_0002017, HP_0000713, EFO_0005230, EFO_0002610, MONDO_0005090, MONDO_0002050, EFO_0005407",CHEMBL4523986,P08684
CHEMBL220492,CHEMBL3510,5.84,5.84,5.84,Small molecule,4.0,true,CHEMBL1118591,B,Homo sapiens,Carbonic anhydrase XIV,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9ULX7,Enzyme,TRUE,TRUE,"INHIBITOR, ANTAGONIST, BLOCKER, POSITIVE MODULATOR","CHEMBL2109241, CHEMBL2096670, CHEMBL2331043, CHEMBL2093872, CHEMBL3729, CHEMBL205",false,ENSG00000118298,false,true,false,true,false,37,44,,,,chembl,"ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313, ENSG00000022355, ENSG00000145864, ENSG00000113327, ENSG00000166206, ENSG00000109158, ENSG00000182256, ENSG00000268089, ENSG00000011677, ENSG00000094755, ENSG00000187730, ENSG00000163285, ENSG00000163288, ENSG00000102287, ENSG00000151834, ENSG00000186297, ENSG00000145863, ENSG00000171189, ENSG00000105737, ENSG00000149403, ENSG00000164418, ENSG00000163873, ENSG00000167434, ENSG00000104267, ENSG00000152578, ENSG00000125675, ENSG00000120251, ENSG00000155511","HP_0011868, EFO_0007191, MONDO_0002046, EFO_0005203, EFO_0001073, MONDO_0005180, MONDO_0021187, EFO_0007262, MONDO_0005277, EFO_0004895, EFO_0004211, EFO_0001063, MONDO_0005299, MONDO_0008300, HP_0002315, EFO_0005204, EFO_0004263, MONDO_0005148, EFO_0000400, EFO_0004701, EFO_0004242, EFO_0001358, EFO_0004329, EFO_0005230, EFO_0003768, EFO_0000474, HP_0100543, EFO_0003843, EFO_0005207, MONDO_0002050, MONDO_0005090, EFO_0004319, EFO_0001421, EFO_0004699, EFO_0003108, EFO_0000195, MONDO_0016532, MONDO_0005301, MONDO_0004985, EFO_0000537, HP_0001250, EFO_0005924, EFO_0002610, MONDO_0007079",CHEMBL2095180,P00918
CHEMBL592,CHEMBL236,8.38,8.38,8.38,Small molecule,4.0,true,CHEMBL858980,B,Homo sapiens,Delta opioid receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P41143,GPCR,TRUE,TRUE,AGONIST,CHEMBL233,false,ENSG00000116329,false,true,false,true,false,1,1,,,,chembl,ENSG00000112038,EFO_0003843,"CHEMBL2095181, CHEMBL2095151, CHEMBL2095149","P41145, P41143"
CHEMBL98,CHEMBL3192,"6.62, 5.54, 6.63, 6.32, 5.70, 6.16, 6.61, 5.83, 6.75, 5.72, 6.00",6.75,6.16,Small molecule,4.0,true,CHEMBL3795919,B,Homo sapiens,Histone deacetylase 8,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9BY41,Epigenetic,TRUE,TRUE,INHIBITOR,"CHEMBL1829, CHEMBL1865, CHEMBL325, CHEMBL1937",false,ENSG00000147099,false,true,true,true,false,4,88,,,,"impc, orphanet, chembl","ENSG00000116478, ENSG00000171720, ENSG00000196591, ENSG00000094631","MONDO_0008903, EFO_1001951, EFO_0000096, MONDO_0004992, EFO_0000220, EFO_0002913, EFO_0000691, EFO_0000191, EFO_0003828, EFO_0006352, EFO_1000026, MONDO_0004975, MONDO_0015760, EFO_0000616, EFO_1001830, EFO_0004198, EFO_0000574, EFO_0000621, EFO_1001110, MONDO_0002158, EFO_0000641, EFO_0003833, MONDO_0007254, MONDO_0003268, EFO_0007535, MONDO_0005090, EFO_0000309, MONDO_0011382, EFO_0000365, EFO_0000565, EFO_0000222, MONDO_0019460, EFO_0000764, EFO_0000224, EFO_1001380, MONDO_0008315, EFO_0003060, MONDO_0001657, EFO_0005774, EFO_0000349, EFO_0002429, EFO_0000180, EFO_0002939, EFO_0000211, MONDO_0007576, EFO_0000198, EFO_0000519, EFO_1000785, EFO_0003893, EFO_0000479, EFO_0000339, MONDO_0015277, EFO_1001968, MONDO_0018364, EFO_0002618, EFO_0003869, MONDO_0044926, EFO_1000657, EFO_0000183, EFO_0000702, EFO_1001465, EFO_0002938, EFO_1001469, MONDO_0018906, EFO_1000309, MONDO_0001879, EFO_0000756, MONDO_0002087, EFO_0001378, EFO_0000588, EFO_0000681, MONDO_0021063, MONDO_0008170, MONDO_0000873, EFO_0000095, MONDO_0002691, EFO_0002501, EFO_0000673, MONDO_0001056, EFO_0000384, EFO_0000770, EFO_0000403, EFO_0002499, EFO_0005952, MONDO_0004986, EFO_1001051, EFO_0006861, MONDO_0000870","CHEMBL3885589, CHEMBL2093865, CHEMBL4523988, CHEMBL3038483",Q13547
CHEMBL419,CHEMBL205,"6.77, 6.77, 6.77, 6.77",6.77,6.77,Small molecule,4.0,true,CHEMBL1106525,B,Homo sapiens,Carbonic anhydrase II,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",9,Direct single protein target assigned,,SINGLE PROTEIN,P00918,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL2364668,false,ENSG00000104267,false,true,false,true,false,0,3,,,,chembl,"","EFO_0009516, EFO_0000771, EFO_0003102","CHEMBL2096906, CHEMBL2095180",P00918
CHEMBL1200468,CHEMBL340,6.00,6.00,6.0,Small molecule,4.0,true,CHEMBL1613886,A,Homo sapiens,Cytochrome P450 3A4,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P08684,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL2362988,false,ENSG00000160868,false,true,false,true,false,0,2,,,,chembl,"","EFO_0001067, MONDO_0003472","CHEMBL2111472, CHEMBL4523986, CHEMBL2364675",P08684
CHEMBL3544913,CHEMBL1845,4.66,4.66,4.66,Small molecule,3.0,false,CHEMBL4321991,B,Homo sapiens,Sodium channel protein type I alpha subunit,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35498,IC,TRUE,TRUE,BLOCKER,CHEMBL4296,false,ENSG00000144285,false,true,false,true,false,1,6,,,,chembl,ENSG00000169432,"MONDO_0004985, MONDO_0016028, MONDO_0002959, EFO_1001219, EFO_1000783, EFO_0005762","CHEMBL2331043, CHEMBL2096682, CHEMBL4630760, CHEMBL4523668",P35498
CHEMBL3545181,CHEMBL216,"10.89, 10.00",10.89,10.0,Small molecule,4.0,true,CHEMBL1913681,B,Homo sapiens,Muscarinic acetylcholine receptor M1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P11229,GPCR,TRUE,TRUE,ANTAGONIST,CHEMBL245,false,ENSG00000168539,false,true,true,true,false,1,10,,,,"impc, chembl",ENSG00000133019,"EFO_1001919, HP_0006536, HP_0000083, HP_0025428, MONDO_0009061, EFO_0000616, EFO_0000341, MONDO_0004979, EFO_0006505, EFO_0000464","CHEMBL2094109, CHEMBL2111417, CHEMBL2111418, CHEMBL2095219","P11229, P20309"
CHEMBL63323,CHEMBL3251,5.65,5.65,5.65,Small molecule,-1.0,false,CHEMBL1614274,F,Homo sapiens,Nuclear factor NF-kappa-B p105 subunit,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P19838,TF,TRUE,TRUE,"","",false,ENSG00000109320,false,false,true,true,false,,3,,,,"impc, ot_genetics_portal","","HP_0003326, HP_0002829, EFO_0005755",CHEMBL2094258,Q00653
CHEMBL313972,CHEMBL2392,6.10,6.10,6.1,Small molecule,4.0,true,CHEMBL1614079,F,Homo sapiens,DNA polymerase beta,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P06746,Enzyme,TRUE,TRUE,"","",false,ENSG00000070501,false,false,true,true,false,,2,,,,impc,"","EFO_0000616, MONDO_0008315","",""
CHEMBL99,CHEMBL325,"7.73, 8.52, 8.21, 7.82, 8.70, 8.30, 8.18, 8.46, 7.80, 8.16",8.70,8.18,Small molecule,1.0,false,CHEMBL3861342,B,Homo sapiens,Histone deacetylase 1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q13547,Epigenetic,TRUE,TRUE,"","",false,ENSG00000116478,false,true,false,true,false,,1,,,,chembl,"",MONDO_0004992,"CHEMBL2111429, CHEMBL3885589, CHEMBL3885590, CHEMBL4296112, CHEMBL3038483, CHEMBL4523988, CHEMBL4296130, CHEMBL4106187, CHEMBL4106143, CHEMBL2093865, CHEMBL3430897, CHEMBL4630745, CHEMBL3430896",Q13547
CHEMBL91829,CHEMBL5407,7.92,7.92,7.92,Small molecule,3.0,false,CHEMBL1051340,B,Homo sapiens,Serine/threonine-protein kinase PIM3,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q86V86,Kinase,TRUE,TRUE,INHIBITOR,CHEMBL3045,false,ENSG00000198355,false,false,true,true,false,1,6,,,,ot_genetics_portal,ENSG00000166501,"EFO_0003770, MONDO_0005147, EFO_1000783, EFO_0003144, EFO_0000400, MONDO_0005148",CHEMBL3559682,P11309
CHEMBL502,CHEMBL1914,"5.25, 5.04, 5.32, 5.54, 5.60, 5.13, 6.89, 5.50",6.89,5.32,Small molecule,4.0,true,CHEMBL3631133,B,Homo sapiens,Butyrylcholinesterase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P06276,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL220,false,ENSG00000114200,false,true,false,true,false,1,36,,,,chembl,ENSG00000087085,"EFO_0000546, EFO_0003756, HP_0002381, HP_0100543, EFO_0009267, EFO_0009386, HP_0100543, MONDO_0010726, EFO_0000712, MONDO_0005180, EFO_0001064, MONDO_0001020, EFO_0004718, MONDO_0004992, MONDO_0004975, MONDO_0004975, EFO_1000158, EFO_0009267, MONDO_0002050, EFO_0000701, MONDO_0005301, EFO_0005230, MONDO_0005148, MONDO_0010383, MONDO_0002050, Orphanet_240071, EFO_0005762, EFO_0003768, EFO_0003758, EFO_0005762, EFO_0004718, MONDO_0005277, MONDO_0005090, HP_0002140, EFO_1001176, EFO_0002610",CHEMBL2095233,P06276
